Transcript_ID	Codon	Length
ENSOCUT00000036131	UGA	131
ENSOCUT00000036132	UGA	24
ENSOCUT00000036134	UGA	189
ENSOCUT00000036137	UGA	0
ENSOCUT00000036139	UGA	52
ENSOCUT00000036140	UAG	479
ENSOCUT00000036141	UAA	1000
ENSOCUT00000036146	UGA	232
ENSOCUT00000036149	UAA	1000
ENSOCUT00000036158	UGA	465
ENSOCUT00000036162	UGA	65
ENSOCUT00000036165	UAG	67
ENSOCUT00000036167	UGA	1004
ENSOCUT00000036170	UGA	1000
ENSOCUT00000036172	UGA	525
ENSOCUT00000036173	UAA	100
ENSOCUT00000036174	UGA	221
ENSOCUT00000036179	UAG	8
ENSOCUT00000036181	UAA	663
ENSOCUT00000036182	UAG	1963
ENSOCUT00000036184	UGA	211
ENSOCUT00000036186	UGA	129
ENSOCUT00000036188	UGA	1000
ENSOCUT00000036191	UAG	307
ENSOCUT00000036196	UAA	201
ENSOCUT00000036197	UGA	1921
ENSOCUT00000036199	UAA	775
ENSOCUT00000036201	UGA	501
ENSOCUT00000036203	UAG	281
ENSOCUT00000036204	UGA	467
ENSOCUT00000036205	UAA	119
ENSOCUT00000036207	UAG	845
ENSOCUT00000036208	UGA	97
ENSOCUT00000036210	UGA	1000
ENSOCUT00000036213	UAA	0
ENSOCUT00000036217	UGA	639
ENSOCUT00000036220	UAA	520
ENSOCUT00000036225	UAG	343
ENSOCUT00000036228	UAG	31
ENSOCUT00000036232	UGA	786
ENSOCUT00000036233	UAA	182
ENSOCUT00000036237	UAG	681
ENSOCUT00000036242	UAA	8
ENSOCUT00000036244	UAG	562
ENSOCUT00000036245	UGA	996
ENSOCUT00000036248	UAA	0
ENSOCUT00000036249	UGA	193
ENSOCUT00000036251	UAA	0
ENSOCUT00000036255	UGA	1459
ENSOCUT00000036260	UAG	1025
ENSOCUT00000036262	UGA	139
ENSOCUT00000036269	UGA	1000
ENSOCUT00000036272	UAG	1000
ENSOCUT00000036275	UAA	91
ENSOCUT00000036282	UAA	160
ENSOCUT00000036283	UGA	158
ENSOCUT00000036284	UGA	1196
ENSOCUT00000036285	UAA	0
ENSOCUT00000036286	UAG	0
ENSOCUT00000036293	UGA	1081
ENSOCUT00000036295	UAA	366
ENSOCUT00000036302	UAA	333
ENSOCUT00000036303	UAG	702
ENSOCUT00000036305	UAG	437
ENSOCUT00000036307	UGA	1168
ENSOCUT00000036308	UGA	890
ENSOCUT00000036310	UAA	11
ENSOCUT00000036311	UAG	357
ENSOCUT00000036313	UAA	0
ENSOCUT00000036316	UGA	1000
ENSOCUT00000036317	UAG	280
ENSOCUT00000036319	UAG	520
ENSOCUT00000036323	UGA	173
ENSOCUT00000036326	UAG	23
ENSOCUT00000036330	UGA	1000
ENSOCUT00000036332	UAA	178
ENSOCUT00000036333	UGA	0
ENSOCUT00000036338	UGA	1000
ENSOCUT00000036342	UAA	1420
ENSOCUT00000036343	UGA	0
ENSOCUT00000036344	UGA	12
ENSOCUT00000036346	UGA	183
ENSOCUT00000036347	UGA	1000
ENSOCUT00000036349	UAA	1000
ENSOCUT00000036351	UAA	100
ENSOCUT00000036357	UGA	255
ENSOCUT00000036358	UAA	92
ENSOCUT00000036360	UAG	439
ENSOCUT00000036361	UAG	1005
ENSOCUT00000036363	UAG	278
ENSOCUT00000036365	UAA	60
ENSOCUT00000036366	UAG	297
ENSOCUT00000036368	UAA	0
ENSOCUT00000036374	UGA	200
ENSOCUT00000036377	UAG	0
ENSOCUT00000036379	UAA	577
ENSOCUT00000036380	UGA	627
ENSOCUT00000036384	UGA	109
ENSOCUT00000036387	UAG	1000
ENSOCUT00000036389	UAG	525
ENSOCUT00000036390	UAG	619
ENSOCUT00000036391	UAG	1539
ENSOCUT00000036393	UAG	139
ENSOCUT00000036395	UAA	0
ENSOCUT00000036397	UAA	577
ENSOCUT00000036398	UGA	621
ENSOCUT00000036399	UAA	2
ENSOCUT00000036412	UGA	0
ENSOCUT00000036419	UAG	498
ENSOCUT00000036421	UGA	0
ENSOCUT00000036427	UGA	259
ENSOCUT00000036429	UGA	206
ENSOCUT00000036431	UGA	1000
ENSOCUT00000036432	UAA	306
ENSOCUT00000036434	UAG	743
ENSOCUT00000036443	UAG	986
ENSOCUT00000036445	UGA	0
ENSOCUT00000036449	UGA	685
ENSOCUT00000036453	UAG	194
ENSOCUT00000036455	UAG	0
ENSOCUT00000036457	UAA	568
ENSOCUT00000036460	UGA	252
ENSOCUT00000036465	UGA	778
ENSOCUT00000036467	UGA	979
ENSOCUT00000036471	UGA	30
ENSOCUT00000036474	UGA	96
ENSOCUT00000036475	UAG	218
ENSOCUT00000036476	UGA	0
ENSOCUT00000036477	UAG	115
ENSOCUT00000036480	UAG	23
ENSOCUT00000036485	UGA	122
ENSOCUT00000036487	UAA	1052
ENSOCUT00000036488	UAA	593
ENSOCUT00000036489	UAG	211
ENSOCUT00000036492	UAG	51
ENSOCUT00000036494	UAA	95
ENSOCUT00000036496	UGA	0
ENSOCUT00000036497	UGA	968
ENSOCUT00000036498	UAA	123
ENSOCUT00000036500	UGA	1993
ENSOCUT00000036502	UGA	1268
ENSOCUT00000036505	UGA	1238
ENSOCUT00000036507	UAA	610
ENSOCUT00000036508	UAG	1000
ENSOCUT00000036513	UAG	88
ENSOCUT00000036515	UAA	1499
ENSOCUT00000036517	UAA	184
ENSOCUT00000036518	UAG	2702
ENSOCUT00000036520	UAA	0
ENSOCUT00000036522	UGA	129
ENSOCUT00000036523	UGA	733
ENSOCUT00000036525	UAG	662
ENSOCUT00000036537	UAG	156
ENSOCUT00000036539	UGA	246
ENSOCUT00000036542	UGA	318
ENSOCUT00000036545	UAA	615
ENSOCUT00000036546	UAA	1044
ENSOCUT00000036550	UAA	1000
ENSOCUT00000036551	UGA	213
ENSOCUT00000036552	UAA	495
ENSOCUT00000036554	UAA	641
ENSOCUT00000036557	UAA	276
ENSOCUT00000036559	UGA	35
ENSOCUT00000036560	UAG	0
ENSOCUT00000036561	UAA	66
ENSOCUT00000036564	UAA	149
ENSOCUT00000036566	UAA	0
ENSOCUT00000036567	UAA	2234
ENSOCUT00000036570	UGA	82
ENSOCUT00000036571	UAG	1000
ENSOCUT00000036572	UAA	1122
ENSOCUT00000036574	UGA	303
ENSOCUT00000036576	UAA	677
ENSOCUT00000036578	UGA	147
ENSOCUT00000036580	UAA	618
ENSOCUT00000036586	UAG	347
ENSOCUT00000036589	UGA	1289
ENSOCUT00000036590	UGA	113
ENSOCUT00000036595	UGA	1153
ENSOCUT00000036598	UGA	1000
ENSOCUT00000036600	UAA	1167
ENSOCUT00000036601	UGA	402
ENSOCUT00000036602	UAA	2
ENSOCUT00000036603	UAA	109
ENSOCUT00000036607	UGA	147
ENSOCUT00000036609	UGA	975
ENSOCUT00000036612	UAA	0
ENSOCUT00000036614	UGA	455
ENSOCUT00000036616	UGA	77
ENSOCUT00000036618	UAA	35
ENSOCUT00000036623	UAG	1000
ENSOCUT00000036625	UAA	69
ENSOCUT00000036626	UGA	555
ENSOCUT00000036630	UGA	645
ENSOCUT00000036631	UAA	86
ENSOCUT00000036635	UGA	0
ENSOCUT00000036643	UGA	300
ENSOCUT00000036646	UGA	0
ENSOCUT00000036648	UGA	86
ENSOCUT00000036649	UGA	54
ENSOCUT00000036650	UGA	119
ENSOCUT00000036651	UGA	550
ENSOCUT00000036652	UAA	0
ENSOCUT00000036653	UGA	522
ENSOCUT00000036654	UAA	1000
ENSOCUT00000036657	UAG	55
ENSOCUT00000036659	UAA	83
ENSOCUT00000036660	UAA	761
ENSOCUT00000036661	UAG	0
ENSOCUT00000036662	UGA	157
ENSOCUT00000036663	UGA	1000
ENSOCUT00000036665	UAA	216
ENSOCUT00000036666	UAA	1032
ENSOCUT00000036667	UAA	0
ENSOCUT00000036674	UAA	0
ENSOCUT00000036678	UAA	389
ENSOCUT00000036679	UAA	0
ENSOCUT00000036681	UGA	107
ENSOCUT00000036682	UAA	975
ENSOCUT00000036683	UGA	202
ENSOCUT00000036685	UGA	1000
ENSOCUT00000036690	UAG	261
ENSOCUT00000036692	UGA	82
ENSOCUT00000036693	UGA	806
ENSOCUT00000036694	UAA	762
ENSOCUT00000036695	UAA	840
ENSOCUT00000036696	UGA	617
ENSOCUT00000036697	UAA	285
ENSOCUT00000036699	UGA	544
ENSOCUT00000036700	UGA	1000
ENSOCUT00000036703	UGA	250
ENSOCUT00000036705	UGA	146
ENSOCUT00000036707	UGA	281
ENSOCUT00000036726	UGA	0
ENSOCUT00000036731	UGA	73
ENSOCUT00000036732	UGA	405
ENSOCUT00000036734	UGA	3505
ENSOCUT00000036735	UAA	9
ENSOCUT00000036736	UAG	1000
ENSOCUT00000036737	UGA	0
ENSOCUT00000036738	UGA	0
ENSOCUT00000036740	UAG	0
ENSOCUT00000036746	UAA	8
ENSOCUT00000036747	UAG	1865
ENSOCUT00000036748	UGA	790
ENSOCUT00000036751	UGA	0
ENSOCUT00000036752	UAA	233
ENSOCUT00000036754	UGA	151
ENSOCUT00000036756	UGA	288
ENSOCUT00000036759	UGA	484
ENSOCUT00000036761	UGA	68
ENSOCUT00000036763	UGA	197
ENSOCUT00000036766	UGA	60
ENSOCUT00000036767	UAG	13
ENSOCUT00000036770	UAG	300
ENSOCUT00000036771	UAG	1498
ENSOCUT00000036774	UAA	616
ENSOCUT00000036775	UGA	307
ENSOCUT00000036777	UGA	533
ENSOCUT00000036778	UAA	99
ENSOCUT00000036782	UAA	303
ENSOCUT00000036791	UGA	929
ENSOCUT00000036795	UGA	175
ENSOCUT00000036796	UGA	0
ENSOCUT00000036798	UAG	0
ENSOCUT00000036802	UAG	1000
ENSOCUT00000036803	UGA	367
ENSOCUT00000036805	UAG	692
ENSOCUT00000036806	UAG	513
ENSOCUT00000036807	UGA	1163
ENSOCUT00000036812	UAA	7
ENSOCUT00000036813	UGA	174
ENSOCUT00000036814	UAA	669
ENSOCUT00000036816	UGA	53
ENSOCUT00000036817	UAA	793
ENSOCUT00000036821	UAA	375
ENSOCUT00000036827	UGA	367
ENSOCUT00000036828	UGA	255
ENSOCUT00000036830	UAG	0
ENSOCUT00000036831	UGA	656
ENSOCUT00000036833	UAG	93
ENSOCUT00000036838	UAA	41
ENSOCUT00000036843	UGA	381
ENSOCUT00000036844	UGA	92
ENSOCUT00000036845	UGA	293
ENSOCUT00000036847	UGA	136
ENSOCUT00000036853	UAG	170
ENSOCUT00000036854	UGA	101
ENSOCUT00000036855	UAG	671
ENSOCUT00000036856	UAA	101
ENSOCUT00000036860	UGA	1889
ENSOCUT00000036863	UAG	11
ENSOCUT00000036864	UGA	123
ENSOCUT00000036867	UAA	1000
ENSOCUT00000036868	UGA	402
ENSOCUT00000036872	UGA	1342
ENSOCUT00000036876	UAA	0
ENSOCUT00000036880	UGA	1000
ENSOCUT00000036881	UGA	0
ENSOCUT00000036882	UGA	49
ENSOCUT00000036883	UGA	1000
ENSOCUT00000036886	UAG	485
ENSOCUT00000036888	UAA	1000
ENSOCUT00000036889	UGA	131
ENSOCUT00000036890	UGA	2022
ENSOCUT00000036892	UGA	4240
ENSOCUT00000036895	UGA	307
ENSOCUT00000036896	UAA	56
ENSOCUT00000036897	UGA	846
ENSOCUT00000036899	UGA	0
ENSOCUT00000036900	UGA	105
ENSOCUT00000036901	UGA	846
ENSOCUT00000036909	UAG	2428
ENSOCUT00000036910	UAG	129
ENSOCUT00000036914	UGA	646
ENSOCUT00000036915	UAG	1000
ENSOCUT00000036917	UGA	1184
ENSOCUT00000036921	UGA	723
ENSOCUT00000036922	UGA	0
ENSOCUT00000036925	UAG	1200
ENSOCUT00000036930	UAA	375
ENSOCUT00000036931	UGA	25
ENSOCUT00000036937	UAG	156
ENSOCUT00000036939	UAG	382
ENSOCUT00000036940	UAG	202
ENSOCUT00000036945	UAA	1714
ENSOCUT00000036950	UGA	241
ENSOCUT00000036952	UGA	911
ENSOCUT00000036953	UGA	1000
ENSOCUT00000036954	UGA	110
ENSOCUT00000036955	UAG	312
ENSOCUT00000036957	UAA	1103
ENSOCUT00000036960	UAA	724
ENSOCUT00000036961	UAG	713
ENSOCUT00000036963	UGA	41
ENSOCUT00000036967	UAG	485
ENSOCUT00000036972	UGA	854
ENSOCUT00000036975	UAA	1023
ENSOCUT00000036977	UGA	634
ENSOCUT00000036978	UGA	0
ENSOCUT00000036981	UGA	16
ENSOCUT00000036982	UGA	931
ENSOCUT00000036984	UAA	1000
ENSOCUT00000036987	UAA	75
ENSOCUT00000036988	UGA	0
ENSOCUT00000036990	UGA	251
ENSOCUT00000036991	UAG	1000
ENSOCUT00000036992	UGA	147
ENSOCUT00000036993	UAG	314
ENSOCUT00000036995	UGA	1521
ENSOCUT00000036996	UGA	0
ENSOCUT00000036998	UGA	142
ENSOCUT00000036999	UAA	2
ENSOCUT00000037000	UAG	359
ENSOCUT00000037002	UGA	1000
ENSOCUT00000037007	UAA	23
ENSOCUT00000037009	UGA	69
ENSOCUT00000037015	UGA	213
ENSOCUT00000037018	UAG	386
ENSOCUT00000037021	UAG	1000
ENSOCUT00000037022	UGA	242
ENSOCUT00000037023	UAG	1000
ENSOCUT00000037028	UAG	882
ENSOCUT00000037029	UAA	151
ENSOCUT00000037030	UGA	1935
ENSOCUT00000037032	UGA	1168
ENSOCUT00000037033	UGA	617
ENSOCUT00000037041	UGA	937
ENSOCUT00000037044	UAA	0
ENSOCUT00000037046	UGA	908
ENSOCUT00000037047	UAG	11
ENSOCUT00000037054	UGA	302
ENSOCUT00000037064	UAA	761
ENSOCUT00000037066	UAA	265
ENSOCUT00000037070	UAG	784
ENSOCUT00000037072	UGA	383
ENSOCUT00000037086	UAG	678
ENSOCUT00000037087	UGA	422
ENSOCUT00000037090	UAA	298
ENSOCUT00000037091	UGA	81
ENSOCUT00000037094	UAG	942
ENSOCUT00000037095	UAA	3
ENSOCUT00000037099	UGA	40
ENSOCUT00000037100	UGA	522
ENSOCUT00000037106	UGA	0
ENSOCUT00000037113	UAG	1
ENSOCUT00000037114	UAG	547
ENSOCUT00000037115	UGA	841
ENSOCUT00000037117	UGA	494
ENSOCUT00000037118	UGA	254
ENSOCUT00000037119	UAA	415
ENSOCUT00000037120	UGA	1542
ENSOCUT00000037121	UGA	210
ENSOCUT00000037122	UGA	26
ENSOCUT00000037127	UAG	147
ENSOCUT00000037128	UAA	0
ENSOCUT00000037129	UGA	1053
ENSOCUT00000037132	UGA	501
ENSOCUT00000037135	UGA	196
ENSOCUT00000037136	UGA	853
ENSOCUT00000037138	UAG	1580
ENSOCUT00000037139	UGA	7
ENSOCUT00000037141	UAG	1000
ENSOCUT00000037143	UGA	63
ENSOCUT00000037144	UGA	1307
ENSOCUT00000037145	UAA	0
ENSOCUT00000037148	UGA	254
ENSOCUT00000037149	UGA	0
ENSOCUT00000037151	UGA	1547
ENSOCUT00000037157	UAG	211
ENSOCUT00000037159	UAA	754
ENSOCUT00000037162	UAA	0
ENSOCUT00000037163	UAG	108
ENSOCUT00000037164	UGA	1000
ENSOCUT00000037171	UAG	403
ENSOCUT00000037173	UAA	356
ENSOCUT00000037175	UGA	1801
ENSOCUT00000037176	UGA	42
ENSOCUT00000037178	UGA	2346
ENSOCUT00000037184	UGA	822
ENSOCUT00000037185	UAG	530
ENSOCUT00000037186	UAA	96
ENSOCUT00000037188	UGA	0
ENSOCUT00000037191	UGA	732
ENSOCUT00000037193	UGA	0
ENSOCUT00000037194	UGA	931
ENSOCUT00000037201	UAA	470
ENSOCUT00000037202	UAA	0
ENSOCUT00000037203	UGA	0
ENSOCUT00000037205	UGA	32
ENSOCUT00000037206	UGA	105
ENSOCUT00000037207	UAG	383
ENSOCUT00000037208	UAG	356
ENSOCUT00000037213	UAA	947
ENSOCUT00000037219	UAA	35
ENSOCUT00000037220	UGA	141
ENSOCUT00000037223	UGA	0
ENSOCUT00000037226	UGA	25
ENSOCUT00000037233	UGA	171
ENSOCUT00000037234	UGA	415
ENSOCUT00000037235	UGA	956
ENSOCUT00000037240	UAG	1000
ENSOCUT00000037241	UGA	1000
ENSOCUT00000037246	UAA	125
ENSOCUT00000037248	UGA	725
ENSOCUT00000037249	UAA	3953
ENSOCUT00000037250	UGA	0
ENSOCUT00000037251	UGA	0
ENSOCUT00000037253	UGA	96
ENSOCUT00000037255	UAG	1000
ENSOCUT00000037257	UAA	1000
ENSOCUT00000037262	UAG	1000
ENSOCUT00000037265	UGA	0
ENSOCUT00000037269	UGA	163
ENSOCUT00000037271	UGA	13
ENSOCUT00000037275	UGA	537
ENSOCUT00000037282	UAA	642
ENSOCUT00000037287	UAG	1427
ENSOCUT00000037288	UAG	1000
ENSOCUT00000037296	UGA	533
ENSOCUT00000037297	UAA	3632
ENSOCUT00000037299	UGA	294
ENSOCUT00000037300	UAG	226
ENSOCUT00000037301	UGA	239
ENSOCUT00000037302	UGA	969
ENSOCUT00000037305	UAG	149
ENSOCUT00000037307	UAG	0
ENSOCUT00000037315	UGA	0
ENSOCUT00000037316	UGA	437
ENSOCUT00000037317	UGA	350
ENSOCUT00000037318	UGA	185
ENSOCUT00000037320	UAA	307
ENSOCUT00000037321	UGA	122
ENSOCUT00000037324	UAA	260
ENSOCUT00000037327	UGA	322
ENSOCUT00000037328	UGA	1498
ENSOCUT00000037331	UAG	3565
ENSOCUT00000037333	UGA	0
ENSOCUT00000037337	UAG	254
ENSOCUT00000037341	UGA	65
ENSOCUT00000037345	UGA	387
ENSOCUT00000037347	UGA	779
ENSOCUT00000037350	UGA	1000
ENSOCUT00000037354	UAG	1000
ENSOCUT00000037355	UGA	5
ENSOCUT00000037360	UAG	1363
ENSOCUT00000037361	UGA	0
ENSOCUT00000037363	UAA	0
ENSOCUT00000037366	UAG	1000
ENSOCUT00000037371	UAA	0
ENSOCUT00000037379	UAA	5
ENSOCUT00000037382	UAG	19
ENSOCUT00000037383	UAA	330
ENSOCUT00000037386	UGA	3505
ENSOCUT00000037387	UGA	560
ENSOCUT00000037389	UAA	811
ENSOCUT00000037391	UGA	3889
ENSOCUT00000037396	UGA	946
ENSOCUT00000037403	UGA	749
ENSOCUT00000037404	UGA	308
ENSOCUT00000037405	UGA	1000
ENSOCUT00000037406	UGA	156
ENSOCUT00000037408	UAA	1420
ENSOCUT00000037411	UGA	3042
ENSOCUT00000037412	UAA	877
ENSOCUT00000037414	UAA	651
ENSOCUT00000037416	UGA	897
ENSOCUT00000037417	UGA	42
ENSOCUT00000037420	UGA	23
ENSOCUT00000037421	UAA	267
ENSOCUT00000037422	UGA	261
ENSOCUT00000037423	UGA	0
ENSOCUT00000037424	UAA	1450
ENSOCUT00000037425	UGA	1000
ENSOCUT00000037426	UGA	275
ENSOCUT00000037427	UAG	202
ENSOCUT00000037430	UGA	632
ENSOCUT00000037431	UAG	44
ENSOCUT00000037435	UGA	322
ENSOCUT00000037437	UAA	81
ENSOCUT00000037438	UGA	502
ENSOCUT00000037441	UAG	150
ENSOCUT00000037443	UGA	156
ENSOCUT00000037446	UGA	1000
ENSOCUT00000037447	UGA	0
ENSOCUT00000037448	UAA	591
ENSOCUT00000037449	UAG	1000
ENSOCUT00000037451	UGA	593
ENSOCUT00000037453	UGA	362
ENSOCUT00000037454	UGA	1000
ENSOCUT00000037455	UGA	57
ENSOCUT00000037458	UGA	92
ENSOCUT00000037459	UGA	1
ENSOCUT00000037460	UAG	545
ENSOCUT00000037461	UGA	868
ENSOCUT00000037465	UAA	422
ENSOCUT00000037467	UGA	3505
ENSOCUT00000037470	UAA	150
ENSOCUT00000037474	UAG	311
ENSOCUT00000037475	UGA	188
ENSOCUT00000037481	UGA	249
ENSOCUT00000037485	UGA	649
ENSOCUT00000037488	UAG	552
ENSOCUT00000037492	UGA	238
ENSOCUT00000037493	UGA	212
ENSOCUT00000037496	UGA	536
ENSOCUT00000037503	UAA	0
ENSOCUT00000037504	UAA	484
ENSOCUT00000037509	UGA	278
ENSOCUT00000037511	UGA	171
ENSOCUT00000037515	UGA	732
ENSOCUT00000037520	UGA	697
ENSOCUT00000037526	UAG	281
ENSOCUT00000037532	UGA	726
ENSOCUT00000037533	UGA	44
ENSOCUT00000037537	UAG	343
ENSOCUT00000037541	UAA	0
ENSOCUT00000037551	UGA	124
ENSOCUT00000037553	UAG	1000
ENSOCUT00000037555	UAA	918
ENSOCUT00000037556	UGA	1000
ENSOCUT00000037558	UGA	3349
ENSOCUT00000037560	UGA	48
ENSOCUT00000037561	UGA	90
ENSOCUT00000037565	UAA	854
ENSOCUT00000037569	UAA	259
ENSOCUT00000037570	UAG	902
ENSOCUT00000037572	UAA	456
ENSOCUT00000037573	UGA	55
ENSOCUT00000037574	UGA	1000
ENSOCUT00000037575	UGA	1000
ENSOCUT00000037578	UGA	37
ENSOCUT00000037580	UAG	341
ENSOCUT00000037582	UGA	768
ENSOCUT00000037587	UAA	11
ENSOCUT00000037600	UAA	1770
ENSOCUT00000037601	UGA	281
ENSOCUT00000037602	UAA	189
ENSOCUT00000037604	UGA	613
ENSOCUT00000037605	UGA	1872
ENSOCUT00000037609	UAA	0
ENSOCUT00000037611	UAA	405
ENSOCUT00000037614	UAG	147
ENSOCUT00000037619	UAA	143
ENSOCUT00000037620	UAA	1000
ENSOCUT00000037626	UGA	0
ENSOCUT00000037632	UAA	0
ENSOCUT00000037636	UAG	295
ENSOCUT00000037637	UAA	1591
ENSOCUT00000037640	UGA	222
ENSOCUT00000037642	UGA	487
ENSOCUT00000037646	UGA	41
ENSOCUT00000037650	UGA	252
ENSOCUT00000037654	UAG	0
ENSOCUT00000037656	UAA	355
ENSOCUT00000037661	UAG	13
ENSOCUT00000037662	UAA	672
ENSOCUT00000037663	UGA	278
ENSOCUT00000037666	UGA	988
ENSOCUT00000037667	UGA	0
ENSOCUT00000037668	UGA	877
ENSOCUT00000037669	UAA	533
ENSOCUT00000037673	UGA	129
ENSOCUT00000037675	UGA	959
ENSOCUT00000037678	UAG	0
ENSOCUT00000037681	UAA	186
ENSOCUT00000037682	UGA	430
ENSOCUT00000037686	UAG	850
ENSOCUT00000037687	UAA	352
ENSOCUT00000037688	UGA	110
ENSOCUT00000037692	UAA	306
ENSOCUT00000037693	UGA	296
ENSOCUT00000037695	UAA	448
ENSOCUT00000037697	UAA	0
ENSOCUT00000037699	UGA	42
ENSOCUT00000037704	UAA	511
ENSOCUT00000037706	UAG	1000
ENSOCUT00000037708	UGA	1000
ENSOCUT00000037711	UAG	0
ENSOCUT00000037717	UAA	986
ENSOCUT00000037720	UGA	25
ENSOCUT00000037721	UGA	2440
ENSOCUT00000037724	UGA	523
ENSOCUT00000037725	UGA	0
ENSOCUT00000037728	UGA	343
ENSOCUT00000037729	UAG	1000
ENSOCUT00000037732	UGA	196
ENSOCUT00000037733	UAA	1512
ENSOCUT00000037736	UGA	73
ENSOCUT00000037739	UGA	2189
ENSOCUT00000037742	UAA	1416
ENSOCUT00000037747	UAG	374
ENSOCUT00000037749	UAA	752
ENSOCUT00000037754	UAA	1431
ENSOCUT00000037755	UGA	134
ENSOCUT00000037763	UAG	420
ENSOCUT00000037764	UGA	53
ENSOCUT00000037766	UGA	1000
ENSOCUT00000037774	UAA	405
ENSOCUT00000037776	UAA	740
ENSOCUT00000037778	UGA	1000
ENSOCUT00000037782	UGA	55
ENSOCUT00000037784	UAA	77
ENSOCUT00000037785	UGA	587
ENSOCUT00000037792	UGA	4
ENSOCUT00000037793	UGA	211
ENSOCUT00000037794	UGA	567
ENSOCUT00000037795	UGA	44
ENSOCUT00000037796	UAG	411
ENSOCUT00000037799	UGA	191
ENSOCUT00000037801	UGA	13
ENSOCUT00000037808	UGA	379
ENSOCUT00000037818	UAA	1000
ENSOCUT00000037822	UGA	284
ENSOCUT00000037824	UGA	0
ENSOCUT00000037825	UAG	166
ENSOCUT00000037830	UAA	1000
ENSOCUT00000037831	UGA	0
ENSOCUT00000037835	UGA	19
ENSOCUT00000037837	UGA	1036
ENSOCUT00000037838	UAG	181
ENSOCUT00000037841	UAA	1697
ENSOCUT00000037843	UGA	220
ENSOCUT00000037847	UAG	1637
ENSOCUT00000037849	UGA	240
ENSOCUT00000037851	UAG	183
ENSOCUT00000037853	UAG	1000
ENSOCUT00000037854	UGA	391
ENSOCUT00000037856	UGA	384
ENSOCUT00000037857	UGA	1000
ENSOCUT00000037858	UGA	69
ENSOCUT00000037859	UGA	699
ENSOCUT00000037860	UAA	467
ENSOCUT00000037861	UGA	192
ENSOCUT00000037862	UGA	1000
ENSOCUT00000037864	UGA	94
ENSOCUT00000037865	UGA	771
ENSOCUT00000037866	UAG	1000
ENSOCUT00000037867	UGA	1485
ENSOCUT00000037872	UAA	527
ENSOCUT00000037874	UGA	63
ENSOCUT00000037881	UAA	427
ENSOCUT00000037882	UGA	968
ENSOCUT00000037884	UAG	355
ENSOCUT00000037886	UGA	386
ENSOCUT00000037890	UAA	452
ENSOCUT00000037891	UAA	397
ENSOCUT00000037896	UGA	113
ENSOCUT00000037898	UGA	774
ENSOCUT00000037901	UAG	972
ENSOCUT00000037902	UAG	782
ENSOCUT00000037907	UGA	306
ENSOCUT00000037908	UGA	1618
ENSOCUT00000037911	UGA	742
ENSOCUT00000037913	UAG	760
ENSOCUT00000037914	UAG	349
ENSOCUT00000037916	UGA	271
ENSOCUT00000037917	UGA	130
ENSOCUT00000037920	UAA	658
ENSOCUT00000037921	UAA	968
ENSOCUT00000037924	UAG	0
ENSOCUT00000037925	UAG	155
ENSOCUT00000037927	UGA	350
ENSOCUT00000037931	UGA	28
ENSOCUT00000037932	UGA	687
ENSOCUT00000037933	UAG	1315
ENSOCUT00000037936	UAG	1000
ENSOCUT00000037939	UGA	276
ENSOCUT00000037946	UAG	494
ENSOCUT00000037947	UGA	1000
ENSOCUT00000037949	UGA	1000
ENSOCUT00000037950	UGA	138
ENSOCUT00000037951	UAG	565
ENSOCUT00000037956	UGA	242
ENSOCUT00000037957	UAA	237
ENSOCUT00000037958	UAG	924
ENSOCUT00000037959	UGA	0
ENSOCUT00000037965	UAG	324
ENSOCUT00000037966	UAA	379
ENSOCUT00000037972	UAA	0
ENSOCUT00000037975	UGA	1909
ENSOCUT00000037976	UGA	960
ENSOCUT00000037978	UGA	1000
ENSOCUT00000037980	UGA	446
ENSOCUT00000037984	UGA	980
ENSOCUT00000037985	UAA	1000
ENSOCUT00000037991	UAG	118
ENSOCUT00000037996	UAA	79
ENSOCUT00000037997	UGA	1590
ENSOCUT00000037998	UGA	0
ENSOCUT00000038000	UAA	415
ENSOCUT00000038001	UAA	1000
ENSOCUT00000038004	UAA	79
ENSOCUT00000038006	UGA	542
ENSOCUT00000038008	UGA	548
ENSOCUT00000038009	UAG	481
ENSOCUT00000038013	UGA	453
ENSOCUT00000038014	UAG	596
ENSOCUT00000038015	UAG	59
ENSOCUT00000038020	UAA	44
ENSOCUT00000038022	UAG	335
ENSOCUT00000038023	UGA	81
ENSOCUT00000038028	UGA	1366
ENSOCUT00000038033	UGA	4561
ENSOCUT00000038035	UGA	298
ENSOCUT00000038036	UAG	169
ENSOCUT00000038039	UAG	31
ENSOCUT00000038040	UAA	1000
ENSOCUT00000038041	UGA	2606
ENSOCUT00000038042	UAA	557
ENSOCUT00000038044	UGA	68
ENSOCUT00000038045	UAG	375
ENSOCUT00000038047	UAG	1000
ENSOCUT00000038051	UGA	0
ENSOCUT00000038053	UAA	23
ENSOCUT00000038054	UGA	251
ENSOCUT00000038056	UAA	2104
ENSOCUT00000038060	UAG	355
ENSOCUT00000038062	UGA	1098
ENSOCUT00000038066	UGA	0
ENSOCUT00000038067	UAA	0
ENSOCUT00000038068	UGA	601
ENSOCUT00000038073	UAG	329
ENSOCUT00000038075	UAG	643
ENSOCUT00000038078	UGA	51
ENSOCUT00000038082	UGA	1830
ENSOCUT00000038084	UAG	123
ENSOCUT00000038086	UAA	591
