SAMPID	SMTS	SMTSD
GTEX-11DXZ-0006-SM-5LZZH	Blood	Whole Blood
GTEX-11DXZ-0126-SM-5EGGY	Liver	Liver
GTEX-11DXZ-0226-SM-5EGGZ	Adrenal Gland	Adrenal Gland
GTEX-11DXZ-0326-SM-5EGH1	Heart	Heart - Atrial Appendage
GTEX-11DXZ-0426-SM-5987Y	Blood Vessel	Artery - Aorta
GTEX-11DXZ-0526-SM-5GU7J	Blood Vessel	Artery - Coronary
GTEX-11DXZ-0626-SM-5GU77	Heart	Heart - Left Ventricle
GTEX-11DXZ-0726-SM-5N9C4	Lung	Lung
GTEX-11DXZ-0826-SM-HAV1R	Pancreas	Pancreas
GTEX-11DXZ-0926-SM-5N9CG	Thyroid	Thyroid
GTEX-11DXZ-1026-SM-5N9D5	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-11DXZ-1226-SM-5H11L	Esophagus	Esophagus - Mucosa
GTEX-11DXZ-1326-SM-5H11X	Small Intestine	Small Intestine - Terminal Ileum
GTEX-11DXZ-1426-SM-5H12A	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-11DXZ-1626-SM-5GIDI	Colon	Colon - Sigmoid
GTEX-11DXZ-1726-SM-5H12M	Colon	Colon - Transverse
GTEX-11DXZ-1826-SM-5H12Y	Prostate	Prostate
GTEX-11DXZ-1926-SM-5GZZL	Breast	Breast - Mammary Tissue
GTEX-11DXZ-2026-SM-5987S	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-11DXZ-2126-SM-59881	Testis	Testis
GTEX-11DXZ-2326-SM-5EGGV	Skin	Skin - Sun Exposed (Lower leg)
GTEX-11DXZ-2426-SM-5N9DT	Muscle	Muscle - Skeletal
GTEX-11DXZ-2526-SM-5N9BG	Nerve	Nerve - Tibial
GTEX-11DXZ-2626-SM-59882	Blood Vessel	Artery - Tibial
GTEX-11DYG-0006-SM-5NQB2	Blood	Whole Blood
GTEX-11DYG-0008-SM-5QGR5	Skin	Cells - Cultured fibroblasts
GTEX-11DYG-0011-R10b-SM-DNZZO	Brain	Brain - Frontal Cortex (BA9)
GTEX-11DYG-0011-R11a-SM-DNZZP	Brain	Brain - Cerebellar Hemisphere
GTEX-11DYG-0011-R1a-SM-GI4X6	Brain	Brain - Hippocampus
GTEX-11DYG-0011-R3b-SM-GI4X7	Brain	Brain - Anterior cingulate cortex (BA24)
GTEX-11DYG-0011-R4b-SM-GJ3RG	Brain	Brain - Amygdala
GTEX-11DYG-0011-R5a-SM-DO928	Brain	Brain - Caudate (basal ganglia)
GTEX-11DYG-0011-R6a-SM-DO936	Brain	Brain - Nucleus accumbens (basal ganglia)
GTEX-11DYG-0011-R7b-SM-EXUS6	Brain	Brain - Putamen (basal ganglia)
GTEX-11DYG-0011-R8a-SM-DO93F	Brain	Brain - Hypothalamus
GTEX-11DYG-0126-SM-59883	Skin	Skin - Sun Exposed (Lower leg)
GTEX-11DYG-0226-SM-HAV3F	Adipose Tissue	Adipose - Subcutaneous
GTEX-11DYG-0426-SM-5987J	Nerve	Nerve - Tibial
GTEX-11DYG-0626-SM-GINAE	Lung	Lung
GTEX-11DYG-0826-SM-5N9GH	Thyroid	Thyroid
GTEX-11DYG-0926-SM-5EGGW	Blood Vessel	Artery - Coronary
GTEX-11DYG-1026-SM-5A5JQ	Heart	Heart - Atrial Appendage
GTEX-11DYG-1126-SM-GINAD	Heart	Heart - Left Ventricle
GTEX-11DYG-1226-SM-5N9DC	Blood Vessel	Artery - Aorta
GTEX-11DYG-1326-SM-5N9DO	Esophagus	Esophagus - Mucosa
GTEX-11DYG-1426-SM-5A5JR	Esophagus	Esophagus - Muscularis
GTEX-11DYG-1526-SM-5A5JS	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-11DYG-1926-SM-5H12I	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-11DYG-2026-SM-5EGGX	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-11DYG-2526-SM-5N9BB	Prostate	Prostate
GTEX-11DYG-2926-SM-5H132	Brain	Brain - Cerebellum
GTEX-11DYG-3126-SM-5A5L6	Pituitary	Pituitary
GTEX-11DZ1-0008-SM-5QGR3	Skin	Cells - Cultured fibroblasts
GTEX-11DZ1-0011-R10b-SM-DO943	Brain	Brain - Frontal Cortex (BA9)
GTEX-11DZ1-0011-R11b-SM-DO11W	Brain	Brain - Cerebellar Hemisphere
GTEX-11DZ1-0011-R2a-SM-DNZZM	Brain	Brain - Substantia nigra
GTEX-11DZ1-0011-R3a-SM-DNZYY	Brain	Brain - Anterior cingulate cortex (BA24)
GTEX-11DZ1-0011-R5a-SM-DO11J	Brain	Brain - Caudate (basal ganglia)
GTEX-11DZ1-0011-R6b-SM-DNZZG	Brain	Brain - Nucleus accumbens (basal ganglia)
GTEX-11DZ1-0011-R7a-SM-DNZZH	Brain	Brain - Putamen (basal ganglia)
GTEX-11DZ1-0011-R8b-SM-DNZZI	Brain	Brain - Hypothalamus
GTEX-11DZ1-0011-R9a-SM-DO933	Brain	Brain - Spinal cord (cervical c-1)
GTEX-11DZ1-0126-SM-G8OLJ	Skin	Skin - Sun Exposed (Lower leg)
GTEX-11DZ1-0226-SM-5A5KF	Adipose Tissue	Adipose - Subcutaneous
GTEX-11DZ1-0326-SM-5N9BN	Breast	Breast - Mammary Tissue
GTEX-11DZ1-0426-SM-5H11A	Lung	Lung
GTEX-11DZ1-0926-SM-5EQ5R	Muscle	Muscle - Skeletal
GTEX-11DZ1-2026-SM-5A5KG	Esophagus	Esophagus - Mucosa
GTEX-11DZ1-2426-SM-5GZZX	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-11DZ1-2726-SM-5A5KH	Thyroid	Thyroid
GTEX-11DZ1-2926-SM-5A5KI	Brain	Brain - Cerebellum
GTEX-11DZ1-3126-SM-HLJQ1	Pituitary	Pituitary
GTEX-11EI6-0005-SM-5N9GN	Blood	Whole Blood
GTEX-11EI6-0008-SM-5QGR7	Skin	Cells - Cultured fibroblasts
GTEX-11EI6-0011-R10a-SM-DO93R	Brain	Brain - Frontal Cortex (BA9)
GTEX-11EI6-0011-R11a-SM-DO11V	Brain	Brain - Cerebellar Hemisphere
GTEX-11EI6-0011-R1a-SM-DO93L	Brain	Brain - Hippocampus
GTEX-11EI6-0011-R5a-SM-GINAM	Brain	Brain - Caudate (basal ganglia)
GTEX-11EI6-0011-R6a-SM-GJ3RN	Brain	Brain - Nucleus accumbens (basal ganglia)
GTEX-11EI6-0011-R7a-SM-GINAN	Brain	Brain - Putamen (basal ganglia)
GTEX-11EI6-0011-R8a-SM-DO93M	Brain	Brain - Hypothalamus
GTEX-11EI6-0126-SM-5985R	Skin	Skin - Sun Exposed (Lower leg)
GTEX-11EI6-0226-SM-5EQ64	Adipose Tissue	Adipose - Subcutaneous
GTEX-11EI6-0326-SM-5EQ6G	Muscle	Muscle - Skeletal
GTEX-11EI6-0426-SM-5EQ43	Nerve	Nerve - Tibial
GTEX-11EI6-0526-SM-5985S	Blood Vessel	Artery - Tibial
GTEX-11EI6-0626-SM-5985T	Breast	Breast - Mammary Tissue
GTEX-11EI6-0726-SM-59866	Thyroid	Thyroid
GTEX-11EI6-0826-SM-5985V	Lung	Lung
GTEX-11EI6-1526-SM-5P9GL	Esophagus	Esophagus - Mucosa
GTEX-11EI6-2226-SM-5EGJM	Testis	Testis
GTEX-11EI6-2426-SM-5PNVS	Stomach	Stomach
GTEX-11EI6-2626-SM-5PNVT	Colon	Colon - Sigmoid
GTEX-11EI6-2826-SM-5H11D	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-11EI6-2926-SM-5985U	Brain	Brain - Cerebellum
GTEX-11EI6-3026-SM-5GZZO	Brain	Brain - Cortex
GTEX-11EI6-3126-SM-5H111	Pituitary	Pituitary
GTEX-11EM3-0001-SM-5Q5BD	Blood	Cells - EBV-transformed lymphocytes
GTEX-11EM3-0005-SM-5N9DK	Blood	Whole Blood
GTEX-11EM3-0126-SM-5985K	Thyroid	Thyroid
GTEX-11EM3-0226-SM-5985Y	Blood Vessel	Artery - Aorta
GTEX-11EM3-0326-SM-5A5KJ	Adrenal Gland	Adrenal Gland
GTEX-11EM3-0426-SM-5N9BZ	Heart	Heart - Atrial Appendage
GTEX-11EM3-0526-SM-5H12N	Blood Vessel	Artery - Coronary
GTEX-11EM3-0626-SM-5H12Z	Heart	Heart - Left Ventricle
GTEX-11EM3-0726-SM-5GZZM	Esophagus	Esophagus - Muscularis
GTEX-11EM3-0826-SM-5N9CC	Esophagus	Esophagus - Mucosa
GTEX-11EM3-0926-SM-5A5KK	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-11EM3-1026-SM-5A5KL	Stomach	Stomach
GTEX-11EM3-1126-SM-5A5KM	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-11EM3-1226-SM-5N9DD	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-11EM3-1326-SM-5N9C6	Breast	Breast - Mammary Tissue
GTEX-11EM3-1526-SM-5A5KN	Colon	Colon - Transverse
GTEX-11EM3-1626-SM-5N9CO	Colon	Colon - Sigmoid
GTEX-11EM3-1726-SM-5N9D1	Ovary	Ovary
GTEX-11EM3-1826-SM-5A5KO	Vagina	Vagina
GTEX-11EM3-1926-SM-5987U	Uterus	Uterus
GTEX-11EM3-2026-SM-GHWOO	Nerve	Nerve - Tibial
GTEX-11EM3-2126-SM-5H11M	Muscle	Muscle - Skeletal
GTEX-11EM3-2226-SM-5H11Y	Blood Vessel	Artery - Tibial
GTEX-11EM3-2326-SM-5H12B	Adipose Tissue	Adipose - Subcutaneous
GTEX-11EM3-2426-SM-59861	Skin	Skin - Sun Exposed (Lower leg)
GTEX-11EMC-0002-SM-5Q5DO	Blood	Cells - EBV-transformed lymphocytes
GTEX-11EMC-0006-SM-5O9DN	Blood	Whole Blood
GTEX-11EMC-0008-SM-5Q5DR	Skin	Cells - Cultured fibroblasts
GTEX-11EMC-0011-R10a-SM-DNZZJ	Brain	Brain - Frontal Cortex (BA9)
GTEX-11EMC-0011-R11b-SM-DNZZK	Brain	Brain - Cerebellar Hemisphere
GTEX-11EMC-0011-R2b-SM-DO114	Brain	Brain - Substantia nigra
GTEX-11EMC-0011-R5a-SM-GJ3PK	Brain	Brain - Caudate (basal ganglia)
GTEX-11EMC-0011-R6b-SM-GIN8N	Brain	Brain - Nucleus accumbens (basal ganglia)
GTEX-11EMC-0011-R7a-SM-GJ3PL	Brain	Brain - Putamen (basal ganglia)
GTEX-11EMC-0011-R8b-SM-DO91Z	Brain	Brain - Hypothalamus
GTEX-11EMC-0011-R9b-SM-DO921	Brain	Brain - Spinal cord (cervical c-1)
GTEX-11EMC-0126-SM-5EGKV	Lung	Lung
GTEX-11EMC-0226-SM-5EGLP	Thyroid	Thyroid
GTEX-11EMC-0326-SM-HAV2K	Liver	Liver
GTEX-11EMC-0526-SM-5EGJN	Adrenal Gland	Adrenal Gland
GTEX-11EMC-0626-SM-HAV2O	Pancreas	Pancreas
GTEX-11EMC-0726-SM-5EGJO	Heart	Heart - Left Ventricle
GTEX-11EMC-0826-SM-59862	Heart	Heart - Atrial Appendage
GTEX-11EMC-0926-SM-59863	Blood Vessel	Artery - Aorta
GTEX-11EMC-1426-SM-5N9E4	Colon	Colon - Sigmoid
GTEX-11EMC-1526-SM-GI4WA	Colon	Colon - Transverse
GTEX-11EMC-1726-SM-5H11P	Ovary	Ovary
GTEX-11EMC-1826-SM-5A5JT	Uterus	Uterus
GTEX-11EMC-1926-SM-5A5JU	Vagina	Vagina
GTEX-11EMC-2026-SM-5A5JV	Breast	Breast - Mammary Tissue
GTEX-11EMC-2226-SM-5A5JW	Esophagus	Esophagus - Mucosa
GTEX-11EMC-2526-SM-5PNVU	Salivary Gland	Minor Salivary Gland
GTEX-11EMC-2626-SM-59864	Muscle	Muscle - Skeletal
GTEX-11EMC-2826-SM-5PNY6	Adipose Tissue	Adipose - Subcutaneous
GTEX-11EMC-2926-SM-5EQ4F	Skin	Skin - Sun Exposed (Lower leg)
GTEX-11EMC-3026-SM-5EQ4R	Blood Vessel	Artery - Tibial
GTEX-11EMC-3126-SM-5EGJP	Pituitary	Pituitary
GTEX-11EMC-3226-SM-5EGKW	Brain	Brain - Cortex
GTEX-11EMC-3326-SM-5P9JH	Brain	Brain - Cerebellum
GTEX-11EQ8-0002-SM-HTQ85	Blood	Cells - EBV-transformed lymphocytes
GTEX-11EQ8-0006-SM-5P9HJ	Blood	Whole Blood
GTEX-11EQ8-0008-SM-5Q5DJ	Skin	Cells - Cultured fibroblasts
GTEX-11EQ8-0226-SM-5EQ5G	Adipose Tissue	Adipose - Subcutaneous
GTEX-11EQ8-0426-SM-5N9DP	Blood Vessel	Artery - Tibial
GTEX-11EQ8-0526-SM-5N9BC	Muscle	Muscle - Skeletal
GTEX-11EQ8-0826-SM-5N9FG	Thyroid	Thyroid
GTEX-11EQ8-0926-SM-5H12V	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-11EQ8-1326-SM-5EGJQ	Heart	Heart - Atrial Appendage
GTEX-11EQ8-1426-SM-5EGJR	Testis	Testis
GTEX-11EQ9-0002-SM-5QGQ1	Blood	Cells - EBV-transformed lymphocytes
GTEX-11EQ9-0006-SM-5LUB6	Blood	Whole Blood
GTEX-11EQ9-0008-SM-5Q5DK	Skin	Cells - Cultured fibroblasts
GTEX-11EQ9-0126-SM-5986I	Adrenal Gland	Adrenal Gland
GTEX-11EQ9-0226-SM-5A5JX	Lung	Lung
GTEX-11EQ9-0426-SM-5A5JY	Spleen	Spleen
GTEX-11EQ9-0526-SM-5A5JZ	Liver	Liver
GTEX-11EQ9-0626-SM-5A5K1	Thyroid	Thyroid
GTEX-11EQ9-0726-SM-5A5K2	Esophagus	Esophagus - Mucosa
GTEX-11EQ9-0826-SM-5986Y	Esophagus	Esophagus - Muscularis
GTEX-11EQ9-0926-SM-5HL6I	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-11EQ9-1026-SM-5H134	Pancreas	Pancreas
GTEX-11EQ9-1126-SM-5987I	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-11EQ9-1225-A-SM-AW8P4	Stomach	Stomach - Mixed Cell
GTEX-11EQ9-1225-B-SM-AW8OX	Stomach	Stomach - Mucosa
GTEX-11EQ9-1226-SM-5987E	Stomach	Stomach
GTEX-11EQ9-1326-SM-5985X	Small Intestine	Small Intestine - Terminal Ileum
GTEX-11EQ9-1426-SM-5987G	Colon	Colon - Transverse
GTEX-11EQ9-1526-SM-5PNY7	Colon	Colon - Sigmoid
GTEX-11EQ9-1626-SM-5PNY8	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-11EQ9-1726-SM-5HL6U	Prostate	Prostate
GTEX-11EQ9-1826-SM-5Q5AJ	Breast	Breast - Mammary Tissue
GTEX-11EQ9-1926-SM-5PNVV	Testis	Testis
GTEX-11EQ9-2026-SM-5P9JI	Salivary Gland	Minor Salivary Gland
GTEX-11EQ9-2126-SM-5PNVW	Muscle	Muscle - Skeletal
GTEX-11EQ9-2226-SM-5987H	Blood Vessel	Artery - Tibial
GTEX-11EQ9-2326-SM-5HL5H	Nerve	Nerve - Tibial
GTEX-11EQ9-2426-SM-5HL5T	Skin	Skin - Sun Exposed (Lower leg)
GTEX-11EQ9-2526-SM-5HL66	Adipose Tissue	Adipose - Subcutaneous
GTEX-11GS4-0006-SM-5MR8I	Blood	Whole Blood
GTEX-11GS4-0008-SM-5QGRA	Skin	Cells - Cultured fibroblasts
GTEX-11GS4-0011-R10a-SM-GJ3RD	Brain	Brain - Frontal Cortex (BA9)
GTEX-11GS4-0011-R11b-SM-GMXC3	Brain	Brain - Cerebellar Hemisphere
GTEX-11GS4-0011-R1a-SM-DO129	Brain	Brain - Hippocampus
GTEX-11GS4-0011-R2a-SM-DO942	Brain	Brain - Substantia nigra
GTEX-11GS4-0011-R3b-SM-GJ3RI	Brain	Brain - Anterior cingulate cortex (BA24)
GTEX-11GS4-0011-R4a-SM-GJ3RJ	Brain	Brain - Amygdala
GTEX-11GS4-0011-R5a-SM-GINAF	Brain	Brain - Caudate (basal ganglia)
GTEX-11GS4-0011-R6a-SM-GINAG	Brain	Brain - Nucleus accumbens (basal ganglia)
GTEX-11GS4-0011-R7a-SM-GJ3RK	Brain	Brain - Putamen (basal ganglia)
GTEX-11GS4-0011-R8b-SM-GI4XA	Brain	Brain - Hypothalamus
GTEX-11GS4-0226-SM-5HL77	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-11GS4-0326-SM-5N9F7	Blood Vessel	Artery - Aorta
GTEX-11GS4-0426-SM-5N9CD	Heart	Heart - Atrial Appendage
GTEX-11GS4-0526-SM-5A5KQ	Heart	Heart - Left Ventricle
GTEX-11GS4-0626-SM-5A5LC	Blood Vessel	Artery - Coronary
GTEX-11GS4-0826-SM-5986J	Thyroid	Thyroid
GTEX-11GS4-1026-SM-5N9DE	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-11GS4-1426-SM-5N9D2	Esophagus	Esophagus - Muscularis
GTEX-11GS4-1826-SM-5HL4T	Colon	Colon - Sigmoid
GTEX-11GS4-2026-SM-5N9CP	Testis	Testis
GTEX-11GS4-2126-SM-5A5KR	Breast	Breast - Mammary Tissue
GTEX-11GS4-2326-SM-5A5KS	Kidney	Kidney - Cortex
GTEX-11GS4-2526-SM-5A5KT	Muscle	Muscle - Skeletal
GTEX-11GS4-2626-SM-5A5LD	Adipose Tissue	Adipose - Subcutaneous
GTEX-11GS4-2726-SM-5A5LE	Skin	Skin - Sun Exposed (Lower leg)
GTEX-11GS4-2826-SM-5HL56	Nerve	Nerve - Tibial
GTEX-11GS4-2926-SM-5A5LF	Blood Vessel	Artery - Tibial
GTEX-11GS4-3026-SM-5A5LG	Pituitary	Pituitary
GTEX-11GS4-3126-SM-5A5LH	Brain	Brain - Cortex
GTEX-11GSO-0001-SM-HTQ8E	Blood	Cells - EBV-transformed lymphocytes
GTEX-11GSO-0005-SM-5O9CA	Blood	Whole Blood
GTEX-11GSO-0011-R10a-SM-H65ZJ	Brain	Brain - Frontal Cortex (BA9)
GTEX-11GSO-0011-R11a-SM-H6Q8A	Brain	Brain - Cerebellar Hemisphere
GTEX-11GSO-0011-R1b-SM-57WD3	Brain	Brain - Hippocampus
GTEX-11GSO-0011-R2a-SM-57WDF	Brain	Brain - Substantia nigra
GTEX-11GSO-0011-R3b-SM-57WB2	Brain	Brain - Anterior cingulate cortex (BA24)
GTEX-11GSO-0011-R4b-SM-GJ3R8	Brain	Brain - Amygdala
GTEX-11GSO-0011-R5b-SM-GJ3RA	Brain	Brain - Caudate (basal ganglia)
GTEX-11GSO-0011-R6a-SM-GJ3RC	Brain	Brain - Nucleus accumbens (basal ganglia)
GTEX-11GSO-0011-R7b-SM-H65ZV	Brain	Brain - Putamen (basal ganglia)
GTEX-11GSO-0011-R8b-SM-GJ3PM	Brain	Brain - Hypothalamus
GTEX-11GSO-0011-R9b-SM-GI4VN	Brain	Brain - Spinal cord (cervical c-1)
GTEX-11GSO-0226-SM-5A5LV	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-11GSO-0626-SM-5A5LW	Thyroid	Thyroid
GTEX-11GSO-1826-SM-HAV2L	Testis	Testis
GTEX-11GSO-1926-SM-5A5K3	Breast	Breast - Mammary Tissue
GTEX-11GSO-2326-SM-5A5LX	Adipose Tissue	Adipose - Subcutaneous
GTEX-11GSO-2426-SM-5A5LY	Skin	Skin - Sun Exposed (Lower leg)
GTEX-11GSO-2526-SM-5PNVX	Muscle	Muscle - Skeletal
GTEX-11GSO-2626-SM-5Q5AK	Nerve	Nerve - Tibial
GTEX-11GSO-2826-SM-5HL6Q	Pituitary	Pituitary
GTEX-11GSO-2926-SM-5HL73	Brain	Brain - Cortex
GTEX-11GSO-3026-SM-5Q5AL	Brain	Brain - Cerebellum
GTEX-11GSP-0006-SM-5N9EL	Blood	Whole Blood
GTEX-11GSP-0008-SM-5Q5DM	Skin	Cells - Cultured fibroblasts
GTEX-11GSP-0011-R10a-SM-5NQ7J	Brain	Brain - Frontal Cortex (BA9)
GTEX-11GSP-0011-R11b-SM-5NQ7V	Brain	Brain - Cerebellar Hemisphere
GTEX-11GSP-0011-R1a-SM-9QEJ3	Brain	Brain - Hippocampus
GTEX-11GSP-0011-R2b-SM-9QEGE	Brain	Brain - Substantia nigra
GTEX-11GSP-0011-R3a-SM-9QEGF	Brain	Brain - Anterior cingulate cortex (BA24)
GTEX-11GSP-0011-R5a-SM-57WBE	Brain	Brain - Caudate (basal ganglia)
GTEX-11GSP-0011-R6b-SM-57WBQ	Brain	Brain - Nucleus accumbens (basal ganglia)
GTEX-11GSP-0011-R7b-SM-57WC3	Brain	Brain - Putamen (basal ganglia)
GTEX-11GSP-0011-R8b-SM-5NQ79	Brain	Brain - Hypothalamus
GTEX-11GSP-0011-R9b-SM-5NQ77	Brain	Brain - Spinal cord (cervical c-1)
GTEX-11GSP-0126-SM-5A5KU	Thyroid	Thyroid
GTEX-11GSP-0226-SM-5A5KV	Ovary	Ovary
GTEX-11GSP-0326-SM-5A5KW	Adrenal Gland	Adrenal Gland
GTEX-11GSP-0426-SM-5A5KX	Pancreas	Pancreas
GTEX-11GSP-0626-SM-5986T	Liver	Liver
GTEX-11GSP-0726-SM-5986L	Lung	Lung
GTEX-11GSP-0926-SM-9WYSG	Breast	Breast - Mammary Tissue
GTEX-11GSP-1026-SM-9WYSH	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-11GSP-1126-SM-5A5LM	Blood Vessel	Artery - Aorta
GTEX-11GSP-1226-SM-5985M	Heart	Heart - Atrial Appendage
GTEX-11GSP-1326-SM-5A5KY	Heart	Heart - Left Ventricle
GTEX-11GSP-1626-SM-5986N	Colon	Colon - Transverse
GTEX-11GSP-1726-SM-5A5LI	Esophagus	Esophagus - Muscularis
GTEX-11GSP-1826-SM-5N9DQ	Esophagus	Esophagus - Mucosa
GTEX-11GSP-1926-SM-HAV3G	Colon	Colon - Sigmoid
GTEX-11GSP-2126-SM-5HL5E	Stomach	Stomach
GTEX-11GSP-2226-SM-5HL5Q	Vagina	Vagina
GTEX-11GSP-2326-SM-5HL63	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-11GSP-2426-SM-5N9BD	Uterus	Uterus
GTEX-11GSP-2526-SM-5N9BP	Skin	Skin - Sun Exposed (Lower leg)
GTEX-11GSP-2726-SM-5A5LJ	Muscle	Muscle - Skeletal
GTEX-11GSP-2826-SM-5A5LK	Nerve	Nerve - Tibial
GTEX-11GSP-2926-SM-5N9C2	Blood Vessel	Artery - Tibial
GTEX-11GSP-3026-SM-5N9CE	Pituitary	Pituitary
GTEX-11GSP-3126-SM-5A5LL	Brain	Brain - Cerebellum
GTEX-11GSP-3226-SM-5986O	Brain	Brain - Cortex
GTEX-11H98-0008-SM-5QGR8	Skin	Cells - Cultured fibroblasts
GTEX-11H98-0011-R10b-SM-5NQ98	Brain	Brain - Frontal Cortex (BA9)
GTEX-11H98-0011-R11b-SM-5NQ6U	Brain	Brain - Cerebellar Hemisphere
GTEX-11H98-0011-R1a-SM-GIN8O	Brain	Brain - Hippocampus
GTEX-11H98-0011-R3a-SM-GIN8P	Brain	Brain - Anterior cingulate cortex (BA24)
GTEX-11H98-0011-R5b-SM-57WCF	Brain	Brain - Caudate (basal ganglia)
GTEX-11H98-0011-R6a-SM-GI4W1	Brain	Brain - Nucleus accumbens (basal ganglia)
GTEX-11H98-0011-R7a-SM-GHWOI	Brain	Brain - Putamen (basal ganglia)
GTEX-11H98-0011-R8a-SM-5NQ8V	Brain	Brain - Hypothalamus
GTEX-11H98-0126-SM-5EGHG	Skin	Skin - Sun Exposed (Lower leg)
GTEX-11H98-0226-SM-5NQ89	Adipose Tissue	Adipose - Subcutaneous
GTEX-11H98-0326-SM-5HL4S	Muscle	Muscle - Skeletal
GTEX-11H98-0426-SM-5HL55	Nerve	Nerve - Tibial
GTEX-11H98-0526-SM-GINAW	Blood Vessel	Artery - Tibial
GTEX-11I78-0001-SM-5Q5BE	Blood	Cells - EBV-transformed lymphocytes
GTEX-11I78-0005-SM-5N9GB	Blood	Whole Blood
GTEX-11I78-0008-SM-5Q5DI	Skin	Cells - Cultured fibroblasts
GTEX-11I78-0126-SM-5HL6F	Lung	Lung
GTEX-11I78-0226-SM-5HL6R	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-11I78-0526-SM-5986A	Thyroid	Thyroid
GTEX-11I78-0626-SM-5A5LZ	Pancreas	Pancreas
GTEX-11I78-0726-SM-5A5M1	Blood Vessel	Artery - Aorta
GTEX-11I78-0826-SM-5A5K4	Heart	Heart - Left Ventricle
GTEX-11I78-1026-SM-5HL74	Blood Vessel	Artery - Coronary
GTEX-11I78-1126-SM-5A5K5	Small Intestine	Small Intestine - Terminal Ileum
GTEX-11I78-1226-SM-5A5K6	Colon	Colon - Transverse
GTEX-11I78-1326-SM-5PNY9	Colon	Colon - Sigmoid
GTEX-11I78-1426-SM-5PNVY	Esophagus	Esophagus - Muscularis
GTEX-11I78-1526-SM-5A5K7	Esophagus	Esophagus - Mucosa
GTEX-11I78-1726-SM-5A5M3	Stomach	Stomach
GTEX-11I78-1826-SM-5A5M4	Adrenal Gland	Adrenal Gland
GTEX-11I78-1926-SM-59878	Ovary	Ovary
GTEX-11I78-2026-SM-5987C	Vagina	Vagina
GTEX-11I78-2126-SM-5A5K8	Uterus	Uterus
GTEX-11I78-2226-SM-5PNYA	Breast	Breast - Mammary Tissue
GTEX-11I78-2326-SM-5Q5AH	Blood Vessel	Artery - Tibial
GTEX-11I78-2426-SM-5A5K9	Muscle	Muscle - Skeletal
GTEX-11I78-2526-SM-GHWON	Nerve	Nerve - Tibial
GTEX-11I78-2626-SM-5Q5AI	Adipose Tissue	Adipose - Subcutaneous
GTEX-11LCK-0004-SM-I9BOU	Blood	Cells - EBV-transformed lymphocytes
GTEX-11LCK-0005-SM-5O98U	Blood	Whole Blood
GTEX-11LCK-0008-SM-5Q5BB	Skin	Cells - Cultured fibroblasts
GTEX-11LCK-0126-SM-5A5M5	Spleen	Spleen
GTEX-11LCK-0226-SM-5A5M6	Pancreas	Pancreas
GTEX-11LCK-0326-SM-5A5M7	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-11LCK-0426-SM-5A5M8	Lung	Lung
GTEX-11LCK-0526-SM-5A5M9	Thyroid	Thyroid
GTEX-11LCK-0626-SM-GINA6	Prostate	Prostate
GTEX-11LCK-0726-SM-5PNYC	Blood Vessel	Artery - Aorta
GTEX-11LCK-0826-SM-5PNYD	Heart	Heart - Atrial Appendage
GTEX-11LCK-0926-SM-5A5KA	Heart	Heart - Left Ventricle
GTEX-11LCK-1026-SM-5A5KB	Skin	Skin - Sun Exposed (Lower leg)
GTEX-11LCK-1126-SM-5A5KC	Adipose Tissue	Adipose - Subcutaneous
GTEX-11LCK-1226-SM-5Q5AM	Muscle	Muscle - Skeletal
GTEX-11LCK-1326-SM-5Q5AN	Nerve	Nerve - Tibial
GTEX-11LCK-1426-SM-5HL5R	Blood Vessel	Artery - Tibial
GTEX-11LCK-1526-SM-5HL64	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-11LCK-1626-SM-5PNYB	Esophagus	Esophagus - Muscularis
GTEX-11LCK-1726-SM-5S2OQ	Esophagus	Esophagus - Mucosa
GTEX-11LCK-1926-SM-5A5KE	Small Intestine	Small Intestine - Terminal Ileum
GTEX-11LCK-2026-SM-5A5MA	Colon	Colon - Transverse
GTEX-11LCK-2226-SM-5HL4Q	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-11LCK-2326-SM-5HL53	Testis	Testis
