Rab_Gene	Hum_Gene
ENSOCUG00000011502	ENSG00000111981
ENSOCUG00000011502	ENSG00000131015
ENSOCUG00000011502	ENSG00000155918
ENSOCUG00000011502	ENSG00000203722
ENSOCUG00000011508	ENSG00000133401
ENSOCUG00000011509	ENSG00000164587
ENSOCUG00000011511	ENSG00000142449
ENSOCUG00000011512	ENSG00000156966
ENSOCUG00000011514	ENSG00000198948
ENSOCUG00000011515	ENSG00000070614
ENSOCUG00000011521	ENSG00000018510
ENSOCUG00000011524	ENSG00000170185
ENSOCUG00000011525	ENSG00000118898
ENSOCUG00000011526	ENSG00000109576
ENSOCUG00000011529	ENSG00000171953
ENSOCUG00000011530	ENSG00000197724
ENSOCUG00000011531	ENSG00000090060
ENSOCUG00000011532	ENSG00000086589
ENSOCUG00000011533	ENSG00000072422
ENSOCUG00000011535	ENSG00000113384
ENSOCUG00000011539	ENSG00000101323
ENSOCUG00000011544	ENSG00000160255
ENSOCUG00000011548	ENSG00000122180
ENSOCUG00000011550	ENSG00000114013
ENSOCUG00000011551	ENSG00000204859
ENSOCUG00000011553	ENSG00000153989
ENSOCUG00000011555	ENSG00000074211
ENSOCUG00000011557	ENSG00000260643
ENSOCUG00000011557	ENSG00000284512
ENSOCUG00000011560	ENSG00000108511
ENSOCUG00000011571	ENSG00000198853
ENSOCUG00000011573	ENSG00000104205
ENSOCUG00000011573	ENSG00000288602
ENSOCUG00000011578	ENSG00000138756
ENSOCUG00000011582	ENSG00000108852
ENSOCUG00000011583	ENSG00000178460
ENSOCUG00000011586	ENSG00000139636
ENSOCUG00000011587	ENSG00000148584
ENSOCUG00000011590	ENSG00000204231
ENSOCUG00000011591	ENSG00000087995
ENSOCUG00000011591	ENSG00000165055
ENSOCUG00000011593	ENSG00000151065
ENSOCUG00000011594	ENSG00000117215
ENSOCUG00000011595	ENSG00000101557
ENSOCUG00000011598	ENSG00000112473
ENSOCUG00000011599	ENSG00000151067
ENSOCUG00000011601	ENSG00000079134
ENSOCUG00000011606	ENSG00000100036
ENSOCUG00000011610	ENSG00000112715
ENSOCUG00000011613	ENSG00000118514
ENSOCUG00000011622	ENSG00000163626
ENSOCUG00000011625	ENSG00000149292
ENSOCUG00000011626	ENSG00000183049
ENSOCUG00000011627	ENSG00000113749
ENSOCUG00000011629	ENSG00000132466
ENSOCUG00000011630	ENSG00000163611
ENSOCUG00000011630	ENSG00000285943
ENSOCUG00000011633	ENSG00000118513
ENSOCUG00000011635	ENSG00000177646
ENSOCUG00000011638	ENSG00000004534
ENSOCUG00000011641	ENSG00000141665
ENSOCUG00000011647	ENSG00000198815
ENSOCUG00000011649	ENSG00000170776
ENSOCUG00000011652	ENSG00000003756
ENSOCUG00000011655	ENSG00000197467
ENSOCUG00000011657	ENSG00000149295
ENSOCUG00000011659	ENSG00000198668
ENSOCUG00000011662	ENSG00000177511
ENSOCUG00000011669	ENSG00000183655
ENSOCUG00000011670	ENSG00000001617
ENSOCUG00000011672	ENSG00000155858
ENSOCUG00000011676	ENSG00000113580
ENSOCUG00000011678	ENSG00000155530
ENSOCUG00000011681	ENSG00000114353
ENSOCUG00000011683	ENSG00000029534
ENSOCUG00000011685	ENSG00000072694
ENSOCUG00000011685	ENSG00000143226
ENSOCUG00000011685	ENSG00000244682
ENSOCUG00000011687	ENSG00000113905
ENSOCUG00000011689	ENSG00000113448
ENSOCUG00000011690	ENSG00000155287
ENSOCUG00000011696	ENSG00000151929
ENSOCUG00000011697	ENSG00000162692
ENSOCUG00000011698	ENSG00000143753
ENSOCUG00000011700	ENSG00000165816
ENSOCUG00000011703	ENSG00000102103
ENSOCUG00000011706	ENSG00000159322
ENSOCUG00000011709	ENSG00000102100
ENSOCUG00000011712	ENSG00000169129
ENSOCUG00000011713	ENSG00000122034
ENSOCUG00000011714	ENSG00000104853
ENSOCUG00000011721	ENSG00000122033
ENSOCUG00000011730	ENSG00000163602
ENSOCUG00000011731	ENSG00000186395
ENSOCUG00000011736	ENSG00000164879
ENSOCUG00000011737	ENSG00000151743
ENSOCUG00000011741	ENSG00000148308
ENSOCUG00000011742	ENSG00000104267
ENSOCUG00000011748	ENSG00000176798
ENSOCUG00000011749	ENSG00000158467
ENSOCUG00000011751	ENSG00000074603
ENSOCUG00000011753	ENSG00000152592
ENSOCUG00000011759	ENSG00000103351
ENSOCUG00000011761	ENSG00000131437
ENSOCUG00000011763	ENSG00000090674
ENSOCUG00000011764	ENSG00000145012
ENSOCUG00000011765	ENSG00000048342
ENSOCUG00000011768	ENSG00000170324
ENSOCUG00000011774	ENSG00000118564
ENSOCUG00000011779	ENSG00000127863
ENSOCUG00000011780	ENSG00000055163
ENSOCUG00000011781	ENSG00000186832
ENSOCUG00000011782	ENSG00000027001
ENSOCUG00000011783	ENSG00000066651
ENSOCUG00000011785	ENSG00000175946
ENSOCUG00000011787	ENSG00000104537
ENSOCUG00000011788	ENSG00000143543
ENSOCUG00000011788	ENSG00000285779
ENSOCUG00000011793	ENSG00000205863
ENSOCUG00000011793	ENSG00000240654
ENSOCUG00000011798	ENSG00000133116
ENSOCUG00000011801	ENSG00000141622
ENSOCUG00000011808	ENSG00000133121
ENSOCUG00000011812	ENSG00000168556
ENSOCUG00000011814	ENSG00000080546
ENSOCUG00000011816	ENSG00000158104
ENSOCUG00000011821	ENSG00000143612
ENSOCUG00000011824	ENSG00000124784
ENSOCUG00000011835	ENSG00000169429
ENSOCUG00000011836	ENSG00000143520
ENSOCUG00000011838	ENSG00000163735
ENSOCUG00000011841	ENSG00000105486
ENSOCUG00000011843	ENSG00000176387
ENSOCUG00000011847	ENSG00000075415
ENSOCUG00000011850	ENSG00000159720
ENSOCUG00000011858	ENSG00000111907
ENSOCUG00000011860	ENSG00000120868
ENSOCUG00000011861	ENSG00000087086
ENSOCUG00000011863	ENSG00000111906
ENSOCUG00000011867	ENSG00000130717
ENSOCUG00000011869	ENSG00000110675
ENSOCUG00000011872	ENSG00000257103
ENSOCUG00000011879	ENSG00000124743
ENSOCUG00000011880	ENSG00000106723
ENSOCUG00000011881	ENSG00000182901
ENSOCUG00000011883	ENSG00000166685
ENSOCUG00000011884	ENSG00000140506
ENSOCUG00000011892	ENSG00000102805
ENSOCUG00000011892	ENSG00000283208
ENSOCUG00000011896	ENSG00000005812
ENSOCUG00000011901	ENSG00000163064
ENSOCUG00000011903	ENSG00000065548
ENSOCUG00000011904	ENSG00000183963
ENSOCUG00000011906	ENSG00000072210
ENSOCUG00000011911	ENSG00000180638
ENSOCUG00000011915	ENSG00000145850
ENSOCUG00000011916	ENSG00000101400
ENSOCUG00000011918	ENSG00000163527
ENSOCUG00000011919	ENSG00000075213
ENSOCUG00000011924	ENSG00000111237
ENSOCUG00000011925	ENSG00000144645
ENSOCUG00000011930	ENSG00000168060
ENSOCUG00000011932	ENSG00000071537
ENSOCUG00000011934	ENSG00000143819
ENSOCUG00000011935	ENSG00000196850
ENSOCUG00000011942	ENSG00000128591
ENSOCUG00000011943	ENSG00000113520
ENSOCUG00000011944	ENSG00000164303
ENSOCUG00000011945	ENSG00000188917
ENSOCUG00000011947	ENSG00000163872
ENSOCUG00000011953	ENSG00000102384
ENSOCUG00000011954	ENSG00000198722
ENSOCUG00000011955	ENSG00000149577
ENSOCUG00000011956	ENSG00000074276
ENSOCUG00000011968	ENSG00000160058
ENSOCUG00000011969	ENSG00000137802
ENSOCUG00000011971	ENSG00000272886
ENSOCUG00000011972	ENSG00000221818
ENSOCUG00000011974	ENSG00000160613
ENSOCUG00000011975	ENSG00000254553
ENSOCUG00000011975	ENSG00000273274
ENSOCUG00000011978	ENSG00000124019
ENSOCUG00000011981	ENSG00000081237
ENSOCUG00000011982	ENSG00000112137
ENSOCUG00000011991	ENSG00000120137
ENSOCUG00000011993	ENSG00000167257
ENSOCUG00000011995	ENSG00000145979
ENSOCUG00000011998	ENSG00000105610
ENSOCUG00000012001	ENSG00000105607
ENSOCUG00000012003	ENSG00000154479
ENSOCUG00000012008	ENSG00000161036
ENSOCUG00000012009	ENSG00000072415
ENSOCUG00000012010	ENSG00000107854
ENSOCUG00000012012	ENSG00000166794
ENSOCUG00000012013	ENSG00000066084
ENSOCUG00000012014	ENSG00000088386
ENSOCUG00000012016	ENSG00000153993
ENSOCUG00000012017	ENSG00000131873
ENSOCUG00000012018	ENSG00000100554
ENSOCUG00000012019	ENSG00000155827
ENSOCUG00000012022	ENSG00000163378
ENSOCUG00000012026	ENSG00000010404
ENSOCUG00000012026	ENSG00000241489
ENSOCUG00000012028	ENSG00000137193
ENSOCUG00000012030	ENSG00000070413
ENSOCUG00000012031	ENSG00000100558
ENSOCUG00000012032	ENSG00000148057
ENSOCUG00000012034	ENSG00000163694
ENSOCUG00000012041	ENSG00000164749
ENSOCUG00000012042	ENSG00000100473
ENSOCUG00000012044	ENSG00000214595
ENSOCUG00000012045	ENSG00000127329
ENSOCUG00000012046	ENSG00000064652
ENSOCUG00000012048	ENSG00000154124
ENSOCUG00000012050	ENSG00000115310
ENSOCUG00000012051	ENSG00000154122
ENSOCUG00000012053	ENSG00000168938
ENSOCUG00000012056	ENSG00000154645
ENSOCUG00000012057	ENSG00000111602
ENSOCUG00000012062	ENSG00000154646
ENSOCUG00000012063	ENSG00000173801
ENSOCUG00000012069	ENSG00000140859
ENSOCUG00000012070	ENSG00000183018
ENSOCUG00000012071	ENSG00000138678
ENSOCUG00000012078	ENSG00000198682
ENSOCUG00000012081	ENSG00000067191
ENSOCUG00000012087	ENSG00000096093
ENSOCUG00000012093	ENSG00000123643
ENSOCUG00000012094	ENSG00000065308
ENSOCUG00000012096	ENSG00000047188
ENSOCUG00000012098	ENSG00000106591
ENSOCUG00000012099	ENSG00000205707
ENSOCUG00000012104	ENSG00000069206
ENSOCUG00000012117	ENSG00000198862
ENSOCUG00000012120	ENSG00000113140
ENSOCUG00000012121	ENSG00000163714
ENSOCUG00000012126	ENSG00000184575
ENSOCUG00000012130	ENSG00000141664
ENSOCUG00000012131	ENSG00000088002
ENSOCUG00000012136	ENSG00000183735
ENSOCUG00000012137	ENSG00000146426
ENSOCUG00000012142	ENSG00000184863
ENSOCUG00000012144	ENSG00000186452
ENSOCUG00000012148	ENSG00000150995
ENSOCUG00000012149	ENSG00000278619
ENSOCUG00000012152	ENSG00000143384
ENSOCUG00000012154	ENSG00000029639
ENSOCUG00000012162	ENSG00000117335
ENSOCUG00000012164	ENSG00000154518
ENSOCUG00000012166	ENSG00000184922
ENSOCUG00000012169	ENSG00000101457
ENSOCUG00000012173	ENSG00000116604
ENSOCUG00000012175	ENSG00000171943
ENSOCUG00000012175	ENSG00000196369
ENSOCUG00000012175	ENSG00000266028
ENSOCUG00000012177	ENSG00000183856
ENSOCUG00000012178	ENSG00000170085
ENSOCUG00000012180	ENSG00000055208
ENSOCUG00000012181	ENSG00000166477
ENSOCUG00000012182	ENSG00000124104
ENSOCUG00000012184	ENSG00000154654
ENSOCUG00000012187	ENSG00000101473
ENSOCUG00000012189	ENSG00000069956
ENSOCUG00000012190	ENSG00000132801
ENSOCUG00000012191	ENSG00000122203
ENSOCUG00000012196	ENSG00000146755
ENSOCUG00000012200	ENSG00000144566
ENSOCUG00000012203	ENSG00000167037
ENSOCUG00000012206	ENSG00000145833
ENSOCUG00000012207	ENSG00000078114
ENSOCUG00000012210	ENSG00000006194
ENSOCUG00000012218	ENSG00000125901
ENSOCUG00000012219	ENSG00000206069
ENSOCUG00000012222	ENSG00000134265
ENSOCUG00000012225	ENSG00000165724
ENSOCUG00000012226	ENSG00000174780
ENSOCUG00000012228	ENSG00000196689
ENSOCUG00000012229	ENSG00000116544
ENSOCUG00000012230	ENSG00000132570
ENSOCUG00000012232	ENSG00000183853
ENSOCUG00000012248	ENSG00000170419
ENSOCUG00000012258	ENSG00000099260
ENSOCUG00000012264	ENSG00000164692
ENSOCUG00000012267	ENSG00000100351
ENSOCUG00000012269	ENSG00000088888
ENSOCUG00000012271	ENSG00000102524
ENSOCUG00000012272	ENSG00000116132
ENSOCUG00000012276	ENSG00000108255
ENSOCUG00000012281	ENSG00000196092
ENSOCUG00000012282	ENSG00000138587
ENSOCUG00000012283	ENSG00000167910
ENSOCUG00000012286	ENSG00000239388
ENSOCUG00000012288	ENSG00000100038
ENSOCUG00000012289	ENSG00000099810
ENSOCUG00000012291	ENSG00000162664
ENSOCUG00000012295	ENSG00000183578
ENSOCUG00000012298	ENSG00000136811
ENSOCUG00000012303	ENSG00000137869
ENSOCUG00000012307	ENSG00000122378
ENSOCUG00000012314	ENSG00000119392
ENSOCUG00000012317	ENSG00000137522
ENSOCUG00000012320	ENSG00000092607
ENSOCUG00000012324	ENSG00000198796
ENSOCUG00000012325	ENSG00000108465
ENSOCUG00000012327	ENSG00000136146
ENSOCUG00000012330	ENSG00000116874
ENSOCUG00000012332	ENSG00000197694
ENSOCUG00000012333	ENSG00000120053
ENSOCUG00000012335	ENSG00000137497
ENSOCUG00000012338	ENSG00000215301
ENSOCUG00000012344	ENSG00000112232
ENSOCUG00000012345	ENSG00000108179
ENSOCUG00000012348	ENSG00000144455
ENSOCUG00000012353	ENSG00000139410
ENSOCUG00000012358	ENSG00000058063
ENSOCUG00000012360	ENSG00000119333
ENSOCUG00000012361	ENSG00000171681
ENSOCUG00000012364	ENSG00000104731
ENSOCUG00000012366	ENSG00000164209
ENSOCUG00000012367	ENSG00000112280
ENSOCUG00000012368	ENSG00000023228
ENSOCUG00000012371	ENSG00000215305
ENSOCUG00000012372	ENSG00000132793
ENSOCUG00000012375	ENSG00000109775
ENSOCUG00000012376	ENSG00000172340
ENSOCUG00000012378	ENSG00000171951
ENSOCUG00000012380	ENSG00000215440
ENSOCUG00000012383	ENSG00000180336
ENSOCUG00000012386	ENSG00000043093
ENSOCUG00000012387	ENSG00000205629
ENSOCUG00000012392	ENSG00000160808
ENSOCUG00000012393	ENSG00000078070
ENSOCUG00000012394	ENSG00000124177
ENSOCUG00000012395	ENSG00000149243
ENSOCUG00000012396	ENSG00000147130
ENSOCUG00000012397	ENSG00000157514
ENSOCUG00000012399	ENSG00000085733
ENSOCUG00000012402	ENSG00000243566
ENSOCUG00000012403	ENSG00000119125
ENSOCUG00000012404	ENSG00000072954
ENSOCUG00000012411	ENSG00000152332
ENSOCUG00000012413	ENSG00000158428
ENSOCUG00000012414	ENSG00000134897
ENSOCUG00000012414	ENSG00000134899
ENSOCUG00000012414	ENSG00000270181
ENSOCUG00000012420	ENSG00000068745
ENSOCUG00000012421	ENSG00000163629
ENSOCUG00000012426	ENSG00000114302
ENSOCUG00000012427	ENSG00000117500
ENSOCUG00000012431	ENSG00000160799
ENSOCUG00000012432	ENSG00000125430
ENSOCUG00000012433	ENSG00000082212
ENSOCUG00000012439	ENSG00000177076
ENSOCUG00000012442	ENSG00000065882
ENSOCUG00000012446	ENSG00000126214
ENSOCUG00000012455	ENSG00000135272
ENSOCUG00000012456	ENSG00000160094
ENSOCUG00000012459	ENSG00000183386
ENSOCUG00000012462	ENSG00000155755
ENSOCUG00000012464	ENSG00000013725
ENSOCUG00000012465	ENSG00000135452
ENSOCUG00000012467	ENSG00000095380
ENSOCUG00000012471	ENSG00000077147
ENSOCUG00000012474	ENSG00000135446
ENSOCUG00000012475	ENSG00000164764
ENSOCUG00000012477	ENSG00000123992
ENSOCUG00000012485	ENSG00000215472
ENSOCUG00000012490	ENSG00000009335
ENSOCUG00000012491	ENSG00000128694
ENSOCUG00000012493	ENSG00000163884
ENSOCUG00000012506	ENSG00000126858
ENSOCUG00000012508	ENSG00000105778
ENSOCUG00000012512	ENSG00000123297
ENSOCUG00000012514	ENSG00000166435
ENSOCUG00000012517	ENSG00000135407
ENSOCUG00000012518	ENSG00000134755
ENSOCUG00000012521	ENSG00000147231
ENSOCUG00000012524	ENSG00000033011
ENSOCUG00000012524	ENSG00000189366
ENSOCUG00000012524	ENSG00000251287
ENSOCUG00000012525	ENSG00000170852
ENSOCUG00000012527	ENSG00000147606
ENSOCUG00000012528	ENSG00000110080
ENSOCUG00000012530	ENSG00000168743
ENSOCUG00000012531	ENSG00000162139
ENSOCUG00000012532	ENSG00000138279
ENSOCUG00000012534	ENSG00000134765
ENSOCUG00000012542	ENSG00000157445
ENSOCUG00000012543	ENSG00000107758
ENSOCUG00000012546	ENSG00000148143
ENSOCUG00000012547	ENSG00000166348
ENSOCUG00000012552	ENSG00000120519
ENSOCUG00000012555	ENSG00000134049
ENSOCUG00000012555	ENSG00000267228
ENSOCUG00000012556	ENSG00000101096
ENSOCUG00000012559	ENSG00000166928
ENSOCUG00000012560	ENSG00000177791
ENSOCUG00000012561	ENSG00000134802
ENSOCUG00000012562	ENSG00000163026
ENSOCUG00000012564	ENSG00000178982
ENSOCUG00000012566	ENSG00000110777
ENSOCUG00000012568	ENSG00000136861
ENSOCUG00000012575	ENSG00000188647
ENSOCUG00000012578	ENSG00000148660
ENSOCUG00000012579	ENSG00000112584
ENSOCUG00000012582	ENSG00000080371
ENSOCUG00000012584	ENSG00000131686
ENSOCUG00000012587	ENSG00000124802
ENSOCUG00000012587	ENSG00000265818
ENSOCUG00000012588	ENSG00000116574
ENSOCUG00000012589	ENSG00000130768
ENSOCUG00000012590	ENSG00000122512
ENSOCUG00000012592	ENSG00000164122
ENSOCUG00000012599	ENSG00000106305
ENSOCUG00000012600	ENSG00000169410
ENSOCUG00000012605	ENSG00000097021
ENSOCUG00000012606	ENSG00000086232
ENSOCUG00000012608	ENSG00000125384
ENSOCUG00000012609	ENSG00000145743
ENSOCUG00000012610	ENSG00000064309
ENSOCUG00000012611	ENSG00000173848
ENSOCUG00000012614	ENSG00000087301
ENSOCUG00000012615	ENSG00000164619
ENSOCUG00000012618	ENSG00000198171
ENSOCUG00000012624	ENSG00000159650
ENSOCUG00000012625	ENSG00000165675
ENSOCUG00000012627	ENSG00000180998
ENSOCUG00000012628	ENSG00000182512
ENSOCUG00000012632	ENSG00000197930
ENSOCUG00000012634	ENSG00000091137
ENSOCUG00000012637	ENSG00000182580
ENSOCUG00000012638	ENSG00000100519
ENSOCUG00000012639	ENSG00000143013
ENSOCUG00000012645	ENSG00000116353
ENSOCUG00000012646	ENSG00000130826
ENSOCUG00000012654	ENSG00000124126
ENSOCUG00000012655	ENSG00000088812
ENSOCUG00000012660	ENSG00000130830
ENSOCUG00000012663	ENSG00000138379
ENSOCUG00000012665	ENSG00000100359
ENSOCUG00000012667	ENSG00000115677
ENSOCUG00000012670	ENSG00000157985
ENSOCUG00000012675	ENSG00000125861
ENSOCUG00000012677	ENSG00000138185
ENSOCUG00000012679	ENSG00000162616
ENSOCUG00000012680	ENSG00000198586
ENSOCUG00000012683	ENSG00000149451
ENSOCUG00000012685	ENSG00000164093
ENSOCUG00000012688	ENSG00000183914
ENSOCUG00000012690	ENSG00000106211
ENSOCUG00000012692	ENSG00000120802
ENSOCUG00000012693	ENSG00000122367
ENSOCUG00000012695	ENSG00000152492
ENSOCUG00000012702	ENSG00000088827
ENSOCUG00000012707	ENSG00000011007
ENSOCUG00000012708	ENSG00000113600
ENSOCUG00000012712	ENSG00000135999
ENSOCUG00000012715	ENSG00000089225
ENSOCUG00000012720	ENSG00000162722
ENSOCUG00000012721	ENSG00000153071
ENSOCUG00000012722	ENSG00000115524
ENSOCUG00000012730	ENSG00000106052
ENSOCUG00000012735	ENSG00000115520
ENSOCUG00000012736	ENSG00000144381
ENSOCUG00000012738	ENSG00000153814
ENSOCUG00000012739	ENSG00000105851
ENSOCUG00000012740	ENSG00000102921
ENSOCUG00000012742	ENSG00000165471
ENSOCUG00000012745	ENSG00000088833
ENSOCUG00000012746	ENSG00000118007
ENSOCUG00000012747	ENSG00000005249
ENSOCUG00000012750	ENSG00000160469
ENSOCUG00000012752	ENSG00000196209
ENSOCUG00000012755	ENSG00000163781
ENSOCUG00000012757	ENSG00000155561
ENSOCUG00000012758	ENSG00000105856
ENSOCUG00000012760	ENSG00000011590
ENSOCUG00000012761	ENSG00000054219
ENSOCUG00000012761	ENSG00000248672
ENSOCUG00000012766	ENSG00000124237
ENSOCUG00000012768	ENSG00000272333
ENSOCUG00000012771	ENSG00000164597
ENSOCUG00000012773	ENSG00000180061
ENSOCUG00000012776	ENSG00000108854
ENSOCUG00000012779	ENSG00000077585
ENSOCUG00000012784	ENSG00000105865
ENSOCUG00000012796	ENSG00000131238
ENSOCUG00000012805	ENSG00000001084
ENSOCUG00000012809	ENSG00000085491
ENSOCUG00000012814	ENSG00000116747
ENSOCUG00000012816	ENSG00000159184
ENSOCUG00000012819	ENSG00000188419
ENSOCUG00000012826	ENSG00000084444
ENSOCUG00000012831	ENSG00000146678
ENSOCUG00000012834	ENSG00000103197
ENSOCUG00000012837	ENSG00000111305
ENSOCUG00000012839	ENSG00000178038
ENSOCUG00000012842	ENSG00000096384
ENSOCUG00000012843	ENSG00000139624
ENSOCUG00000012850	ENSG00000100335
ENSOCUG00000012851	ENSG00000050405
ENSOCUG00000012853	ENSG00000083799
ENSOCUG00000012854	ENSG00000118407
ENSOCUG00000012860	ENSG00000075891
ENSOCUG00000012862	ENSG00000008710
ENSOCUG00000012865	ENSG00000182771
ENSOCUG00000012868	ENSG00000115526
ENSOCUG00000012874	ENSG00000080200
ENSOCUG00000012875	ENSG00000187522
ENSOCUG00000012879	ENSG00000203880
ENSOCUG00000012881	ENSG00000108821
ENSOCUG00000012887	ENSG00000280789
ENSOCUG00000012890	ENSG00000133740
ENSOCUG00000012891	ENSG00000183644
ENSOCUG00000012892	ENSG00000188313
ENSOCUG00000012893	ENSG00000126010
ENSOCUG00000012899	ENSG00000163472
ENSOCUG00000012900	ENSG00000069667
ENSOCUG00000012904	ENSG00000204381
ENSOCUG00000012906	ENSG00000112562
ENSOCUG00000012907	ENSG00000073861
ENSOCUG00000012911	ENSG00000010610
ENSOCUG00000012912	ENSG00000100321
ENSOCUG00000012915	ENSG00000170145
ENSOCUG00000012919	ENSG00000150764
ENSOCUG00000012922	ENSG00000175311
ENSOCUG00000012923	ENSG00000140478
ENSOCUG00000012923	ENSG00000153684
ENSOCUG00000012923	ENSG00000159289
ENSOCUG00000012923	ENSG00000167110
ENSOCUG00000012923	ENSG00000167195
ENSOCUG00000012923	ENSG00000175265
ENSOCUG00000012923	ENSG00000178115
ENSOCUG00000012923	ENSG00000179938
ENSOCUG00000012923	ENSG00000183629
ENSOCUG00000012923	ENSG00000186399
ENSOCUG00000012923	ENSG00000188626
ENSOCUG00000012923	ENSG00000206127
ENSOCUG00000012923	ENSG00000215186
ENSOCUG00000012923	ENSG00000215252
ENSOCUG00000012923	ENSG00000232653
ENSOCUG00000012923	ENSG00000249931
ENSOCUG00000012923	ENSG00000261247
ENSOCUG00000012923	ENSG00000261739
ENSOCUG00000012923	ENSG00000261794
ENSOCUG00000012924	ENSG00000161533
ENSOCUG00000012928	ENSG00000001561
ENSOCUG00000012930	ENSG00000137713
ENSOCUG00000012932	ENSG00000187742
ENSOCUG00000012937	ENSG00000142875
ENSOCUG00000012939	ENSG00000112796
ENSOCUG00000012942	ENSG00000162607
ENSOCUG00000012944	ENSG00000184787
ENSOCUG00000012946	ENSG00000073614
ENSOCUG00000012952	ENSG00000143184
ENSOCUG00000012952	ENSG00000143185
ENSOCUG00000012963	ENSG00000173611
ENSOCUG00000012971	ENSG00000126603
ENSOCUG00000012972	ENSG00000109846
ENSOCUG00000012979	ENSG00000171246
ENSOCUG00000012980	ENSG00000239474
ENSOCUG00000012986	ENSG00000038382
ENSOCUG00000012991	ENSG00000143870
ENSOCUG00000012992	ENSG00000139505
ENSOCUG00000012993	ENSG00000180628
ENSOCUG00000012999	ENSG00000172771
ENSOCUG00000013003	ENSG00000153253
ENSOCUG00000013004	ENSG00000164393
ENSOCUG00000013005	ENSG00000131748
ENSOCUG00000013006	ENSG00000129071
ENSOCUG00000013008	ENSG00000108963
ENSOCUG00000013010	ENSG00000153214
ENSOCUG00000013015	ENSG00000163913
ENSOCUG00000013016	ENSG00000141639
ENSOCUG00000013017	ENSG00000197977
ENSOCUG00000013018	ENSG00000070366
ENSOCUG00000013019	ENSG00000119139
ENSOCUG00000013019	ENSG00000285130
ENSOCUG00000013020	ENSG00000153294
ENSOCUG00000013022	ENSG00000258818
ENSOCUG00000013023	ENSG00000198814
ENSOCUG00000013023	ENSG00000229894
ENSOCUG00000013024	ENSG00000172766
ENSOCUG00000013025	ENSG00000161653
ENSOCUG00000013031	ENSG00000155304
ENSOCUG00000013036	ENSG00000163914
ENSOCUG00000013038	ENSG00000188467
ENSOCUG00000013039	ENSG00000171824
ENSOCUG00000013042	ENSG00000153147
ENSOCUG00000013043	ENSG00000104177
ENSOCUG00000013046	ENSG00000204165
ENSOCUG00000013047	ENSG00000135862
ENSOCUG00000013050	ENSG00000117614
ENSOCUG00000013051	ENSG00000123353
ENSOCUG00000013053	ENSG00000198793
ENSOCUG00000013054	ENSG00000186591
ENSOCUG00000013057	ENSG00000168505
ENSOCUG00000013060	ENSG00000105976
ENSOCUG00000013062	ENSG00000164398
ENSOCUG00000013062	ENSG00000281938
ENSOCUG00000013064	ENSG00000171914
ENSOCUG00000013065	ENSG00000114796
ENSOCUG00000013066	ENSG00000155506
ENSOCUG00000013068	ENSG00000131096
ENSOCUG00000013069	ENSG00000170522
ENSOCUG00000013071	ENSG00000172765
ENSOCUG00000013072	ENSG00000154127
ENSOCUG00000013073	ENSG00000147003
ENSOCUG00000013073	ENSG00000285602
ENSOCUG00000013076	ENSG00000184730
ENSOCUG00000013078	ENSG00000170271
ENSOCUG00000013086	ENSG00000109943
ENSOCUG00000013087	ENSG00000101974
ENSOCUG00000013091	ENSG00000108010
ENSOCUG00000013092	ENSG00000197272
ENSOCUG00000013093	ENSG00000126247
ENSOCUG00000013097	ENSG00000100802
ENSOCUG00000013099	ENSG00000115084
ENSOCUG00000013101	ENSG00000197702
ENSOCUG00000013102	ENSG00000157093
ENSOCUG00000013103	ENSG00000161281
ENSOCUG00000013105	ENSG00000197943
ENSOCUG00000013106	ENSG00000114812
ENSOCUG00000013109	ENSG00000100804
ENSOCUG00000013111	ENSG00000163710
ENSOCUG00000013113	ENSG00000153982
ENSOCUG00000013117	ENSG00000111057
ENSOCUG00000013120	ENSG00000173889
ENSOCUG00000013123	ENSG00000171346
ENSOCUG00000013125	ENSG00000154930
ENSOCUG00000013126	ENSG00000100991
ENSOCUG00000013128	ENSG00000114857
ENSOCUG00000013129	ENSG00000111726
ENSOCUG00000013131	ENSG00000036448
ENSOCUG00000013133	ENSG00000061676
ENSOCUG00000013137	ENSG00000087237
ENSOCUG00000013139	ENSG00000083123
ENSOCUG00000013141	ENSG00000196072
ENSOCUG00000013143	ENSG00000116141
ENSOCUG00000013145	ENSG00000138136
ENSOCUG00000013147	ENSG00000169057
ENSOCUG00000013149	ENSG00000146463
ENSOCUG00000013151	ENSG00000157119
ENSOCUG00000013152	ENSG00000124406
ENSOCUG00000013156	ENSG00000162999
ENSOCUG00000013162	ENSG00000186205
ENSOCUG00000013162	ENSG00000286231
ENSOCUG00000013166	ENSG00000244607
ENSOCUG00000013166	ENSG00000280571
ENSOCUG00000013167	ENSG00000198689
ENSOCUG00000013168	ENSG00000158457
ENSOCUG00000013173	ENSG00000106615
ENSOCUG00000013176	ENSG00000128602
ENSOCUG00000013181	ENSG00000113805
ENSOCUG00000013185	ENSG00000118965
ENSOCUG00000013192	ENSG00000198203
ENSOCUG00000013194	ENSG00000132170
ENSOCUG00000013195	ENSG00000101298
ENSOCUG00000013196	ENSG00000178904
ENSOCUG00000013198	ENSG00000126067
ENSOCUG00000013200	ENSG00000125775
ENSOCUG00000013208	ENSG00000158122
ENSOCUG00000013211	ENSG00000010072
ENSOCUG00000013212	ENSG00000131473
ENSOCUG00000013216	ENSG00000157827
