A1BG	ENSG00000121410	ENST00000263100
HAGHL	ENSG00000103253	ENST00000564545
HAGHL	ENSG00000103253	ENST00000569385
HAGHL	ENSG00000103253	ENST00000564537
HAGHL	ENSG00000103253	ENST00000562187
HAL	ENSG00000084110	ENST00000548808
HAL	ENSG00000084110	ENST00000541929
HAL	ENSG00000084110	ENST00000552509
HAL	ENSG00000084110	ENST00000261208
HAL	ENSG00000084110	ENST00000538703
HAL	ENSG00000084110	ENST00000544080
HAMP	ENSG00000105697	ENST00000598398
HAMP	ENSG00000105697	ENST00000222304
HAND1	ENSG00000113196	ENST00000231121
HAND2	ENSG00000164107	ENST00000359562
HAND2	ENSG00000164107	ENST00000503024
HAO1	ENSG00000101323	ENST00000378789
HAO2	ENSG00000116882	ENST00000325945
HAO2	ENSG00000116882	ENST00000361035
HAO2	ENSG00000116882	ENST00000622548
HAP1	ENSG00000173805	ENST00000393939
HAP1	ENSG00000173805	ENST00000442364
HAP1	ENSG00000173805	ENST00000458656
HAP1	ENSG00000173805	ENST00000310778
HAP1	ENSG00000173805	ENST00000347901
HAP1	ENSG00000173805	ENST00000455021
HAP1	ENSG00000173805	ENST00000341193
HAPLN1	ENSG00000145681	ENST00000274341
HAPLN1	ENSG00000145681	ENST00000503117
HAPLN2	ENSG00000132702	ENST00000456112
HAPLN3	ENSG00000140511	ENST00000562889
HAPLN3	ENSG00000140511	ENST00000562281
HAPLN3	ENSG00000140511	ENST00000359595
HAPLN4	ENSG00000187664	ENST00000291481
HARBI1	ENSG00000180423	ENST00000529192
HARS1	ENSG00000170445	ENST00000509087
HARS1	ENSG00000170445	ENST00000643686
HARS1	ENSG00000170445	ENST00000307633
HARS1	ENSG00000170445	ENST00000675698
HARS1	ENSG00000170445	ENST00000674523
HARS1	ENSG00000170445	ENST00000415192
HARS1	ENSG00000170445	ENST00000438307
HARS1	ENSG00000170445	ENST00000646229
HARS1	ENSG00000170445	ENST00000504156
HARS1	ENSG00000170445	ENST00000675851
HARS1	ENSG00000170445	ENST00000457527
HARS1	ENSG00000170445	ENST00000675366
HARS1	ENSG00000170445	ENST00000675204
HARS1	ENSG00000170445	ENST00000507746
HARS1	ENSG00000170445	ENST00000645491
HARS1	ENSG00000170445	ENST00000675827
HARS1	ENSG00000170445	ENST00000431330
HARS1	ENSG00000170445	ENST00000676327
HARS1	ENSG00000170445	ENST00000512396
HARS2	ENSG00000112855	ENST00000448069
HARS2	ENSG00000112855	ENST00000642970
HARS2	ENSG00000112855	ENST00000643996
HARS2	ENSG00000112855	ENST00000230771
HARS2	ENSG00000112855	ENST00000642452
HARS2	ENSG00000112855	ENST00000647484
HARS2	ENSG00000112855	ENST00000520095
HARS2	ENSG00000112855	ENST00000645065
HARS2	ENSG00000112855	ENST00000508522
HARS2	ENSG00000112855	ENST00000510104
HARS2	ENSG00000112855	ENST00000642752
HARS2	ENSG00000112855	ENST00000503873
HARS2	ENSG00000112855	ENST00000646468
HARS2	ENSG00000112855	ENST00000509299
HAS1	ENSG00000105509	ENST00000594621
HAS1	ENSG00000105509	ENST00000601667
HAS1	ENSG00000105509	ENST00000601714
HAS1	ENSG00000105509	ENST00000222115
HAS1	ENSG00000105509	ENST00000540069
HAS2	ENSG00000170961	ENST00000303924
HAS3	ENSG00000103044	ENST00000219322
HAS3	ENSG00000103044	ENST00000566118
HAS3	ENSG00000103044	ENST00000306560
HASPIN	ENSG00000177602	ENST00000325418
HAT1	ENSG00000128708	ENST00000264108
HAT1	ENSG00000128708	ENST00000457761
HAT1	ENSG00000128708	ENST00000412731
HAUS1	ENSG00000152240	ENST00000282058
HAUS1	ENSG00000152240	ENST00000589554
HAUS1	ENSG00000152240	ENST00000586060
HAUS1	ENSG00000152240	ENST00000593165
HAUS1	ENSG00000152240	ENST00000591715
HAUS1	ENSG00000152240	ENST00000585518
HAUS1	ENSG00000152240	ENST00000592471
HAUS2	ENSG00000137814	ENST00000568846
HAUS2	ENSG00000137814	ENST00000563479
HAUS2	ENSG00000137814	ENST00000567640
HAUS2	ENSG00000137814	ENST00000391623
HAUS2	ENSG00000137814	ENST00000568876
HAUS2	ENSG00000137814	ENST00000570178
HAUS2	ENSG00000137814	ENST00000562398
HAUS2	ENSG00000137814	ENST00000260372
HAUS2	ENSG00000137814	ENST00000564279
HAUS3	ENSG00000214367	ENST00000672739
HAUS3	ENSG00000214367	ENST00000514395
HAUS3	ENSG00000214367	ENST00000672725
HAUS3	ENSG00000214367	ENST00000506763
HAUS3	ENSG00000214367	ENST00000443786
HAUS4	ENSG00000092036	ENST00000556915
HAUS4	ENSG00000092036	ENST00000342454
HAUS4	ENSG00000092036	ENST00000555367
HAUS4	ENSG00000092036	ENST00000553859
HAUS4	ENSG00000092036	ENST00000206474
HAUS4	ENSG00000092036	ENST00000347758
HAUS4	ENSG00000092036	ENST00000490506
HAUS4	ENSG00000092036	ENST00000554406
HAUS4	ENSG00000092036	ENST00000541587
HAUS5	ENSG00000249115	ENST00000590994
HAUS5	ENSG00000249115	ENST00000203166
HAUS5	ENSG00000249115	ENST00000587439
HAUS5	ENSG00000249115	ENST00000424522
HAUS5	ENSG00000249115	ENST00000592291
HAUS6	ENSG00000147874	ENST00000380502
HAUS6	ENSG00000147874	ENST00000415524
HAUS7	ENSG00000213397	ENST00000370211
HAUS7	ENSG00000213397	ENST00000435662
HAUS7	ENSG00000213397	ENST00000370210
HAUS8	ENSG00000131351	ENST00000598517
HAUS8	ENSG00000131351	ENST00000448593
HAUS8	ENSG00000131351	ENST00000601564
HAUS8	ENSG00000131351	ENST00000593360
HAUS8	ENSG00000131351	ENST00000253669
HAVCR1	ENSG00000113249	ENST00000339252
HAVCR1	ENSG00000113249	ENST00000699093
HAVCR1	ENSG00000113249	ENST00000698790
HAVCR2	ENSG00000135077	ENST00000696899
HAVCR2	ENSG00000135077	ENST00000521665
HAVCR2	ENSG00000135077	ENST00000522593
HAVCR2	ENSG00000135077	ENST00000696897
HAVCR2	ENSG00000135077	ENST00000307851
HAVCR2	ENSG00000135077	ENST00000696902
HAVCR2	ENSG00000135077	ENST00000696901
HAVCR2	ENSG00000135077	ENST00000696900
HAVCR2	ENSG00000135077	ENST00000517358
HAX1	ENSG00000143575	ENST00000457918
HAX1	ENSG00000143575	ENST00000447768
HAX1	ENSG00000143575	ENST00000532105
HAX1	ENSG00000143575	ENST00000697830
HAX1	ENSG00000143575	ENST00000696938
HAX1	ENSG00000143575	ENST00000696932
HAX1	ENSG00000143575	ENST00000696933
HAX1	ENSG00000143575	ENST00000483970
HAX1	ENSG00000143575	ENST00000435087
HAX1	ENSG00000143575	ENST00000697592
HAX1	ENSG00000143575	ENST00000328703
HBA1	ENSG00000206172	ENST00000397797
HBA1	ENSG00000206172	ENST00000320868
HBA2	ENSG00000188536	ENST00000397806
HBA2	ENSG00000188536	ENST00000251595
HBB	ENSG00000244734	ENST00000485743
HBB	ENSG00000244734	ENST00000380315
HBB	ENSG00000244734	ENST00000633227
HBB	ENSG00000244734	ENST00000335295
HBD	ENSG00000223609	ENST00000429817
HBD	ENSG00000223609	ENST00000650601
HBD	ENSG00000223609	ENST00000643122
HBE1	ENSG00000213931	ENST00000380237
HBE1	ENSG00000213931	ENST00000396895
HBE1	ENSG00000213931	ENST00000292896
HBEGF	ENSG00000113070	ENST00000230990
HBG1	ENSG00000213934	ENST00000330597
HBG1	ENSG00000213934	ENST00000632727
HBG2	ENSG00000196565	ENST00000336906
HBG2	ENSG00000196565	ENST00000380252
HBG2	ENSG00000196565	ENST00000444587
HBM	ENSG00000206177	ENST00000356815
HBP1	ENSG00000105856	ENST00000463790
HBP1	ENSG00000105856	ENST00000222574
HBP1	ENSG00000105856	ENST00000468410
HBP1	ENSG00000105856	ENST00000464009
HBP1	ENSG00000105856	ENST00000479011
HBP1	ENSG00000105856	ENST00000497535
HBQ1	ENSG00000086506	ENST00000199708
HBS1L	ENSG00000112339	ENST00000526100
HBS1L	ENSG00000112339	ENST00000415177
HBS1L	ENSG00000112339	ENST00000527578
HBS1L	ENSG00000112339	ENST00000367826
HBS1L	ENSG00000112339	ENST00000367837
HBS1L	ENSG00000112339	ENST00000525067
HBS1L	ENSG00000112339	ENST00000533274
HBS1L	ENSG00000112339	ENST00000529169
HBS1L	ENSG00000112339	ENST00000367822
HBS1L	ENSG00000112339	ENST00000529882
HBS1L	ENSG00000112339	ENST00000527507
HBZ	ENSG00000130656	ENST00000652335
HCAR1	ENSG00000196917	ENST00000432564
HCAR2	ENSG00000182782	ENST00000328880
HCAR3	ENSG00000255398	ENST00000528880
HCCS	ENSG00000004961	ENST00000380763
HCCS	ENSG00000004961	ENST00000321143
HCCS	ENSG00000004961	ENST00000380762
HCFC1	ENSG00000172534	ENST00000444191
HCFC1	ENSG00000172534	ENST00000310441
HCFC1	ENSG00000172534	ENST00000369984
HCFC1R1	ENSG00000103145	ENST00000248089
HCFC1R1	ENSG00000103145	ENST00000572355
HCFC1R1	ENSG00000103145	ENST00000354679
HCFC1R1	ENSG00000103145	ENST00000574980
HCFC1R1	ENSG00000103145	ENST00000574151
HCFC2	ENSG00000111727	ENST00000550444
HCFC2	ENSG00000111727	ENST00000544223
HCG22	ENSG00000228789	ENST00000646461
HCK	ENSG00000101336	ENST00000375862
HCK	ENSG00000101336	ENST00000629881
HCK	ENSG00000101336	ENST00000262651
HCK	ENSG00000101336	ENST00000486475
HCK	ENSG00000101336	ENST00000518730
HCLS1	ENSG00000180353	ENST00000495491
HCLS1	ENSG00000180353	ENST00000428394
HCLS1	ENSG00000180353	ENST00000464274
HCLS1	ENSG00000180353	ENST00000314583
HCLS1	ENSG00000180353	ENST00000497391
HCN1	ENSG00000164588	ENST00000634658
HCN1	ENSG00000164588	ENST00000673735
HCN1	ENSG00000164588	ENST00000303230
HCN2	ENSG00000099822	ENST00000251287
HCN3	ENSG00000143630	ENST00000368358
HCN4	ENSG00000138622	ENST00000261917
HCRT	ENSG00000161610	ENST00000293330
HCRTR1	ENSG00000121764	ENST00000373706
HCRTR1	ENSG00000121764	ENST00000403528
HCRTR1	ENSG00000121764	ENST00000468521
HCRTR2	ENSG00000137252	ENST00000615358
HCRTR2	ENSG00000137252	ENST00000370862
HCST	ENSG00000126264	ENST00000246551
HCST	ENSG00000126264	ENST00000437550
HDAC1	ENSG00000116478	ENST00000373548
HDAC10	ENSG00000100429	ENST00000626012
HDAC10	ENSG00000100429	ENST00000448072
HDAC10	ENSG00000100429	ENST00000429374
HDAC10	ENSG00000100429	ENST00000454936
HDAC10	ENSG00000100429	ENST00000216271
HDAC10	ENSG00000100429	ENST00000415993
HDAC11	ENSG00000163517	ENST00000433119
HDAC11	ENSG00000163517	ENST00000295757
HDAC11	ENSG00000163517	ENST00000405478
HDAC11	ENSG00000163517	ENST00000446613
HDAC11	ENSG00000163517	ENST00000434848
HDAC11	ENSG00000163517	ENST00000404548
HDAC11	ENSG00000163517	ENST00000402259
HDAC11	ENSG00000163517	ENST00000418189
HDAC11	ENSG00000163517	ENST00000437379
HDAC11	ENSG00000163517	ENST00000425430
HDAC11	ENSG00000163517	ENST00000522202
HDAC2	ENSG00000196591	ENST00000520895
HDAC2	ENSG00000196591	ENST00000523628
HDAC2	ENSG00000196591	ENST00000368632
HDAC2	ENSG00000196591	ENST00000524334
HDAC3	ENSG00000171720	ENST00000519474
HDAC3	ENSG00000171720	ENST00000523088
HDAC4	ENSG00000068024	ENST00000454542
HDAC4	ENSG00000068024	ENST00000446876
HDAC4	ENSG00000068024	ENST00000543185
HDAC5	ENSG00000108840	ENST00000588703
HDAC5	ENSG00000108840	ENST00000225983
HDAC5	ENSG00000108840	ENST00000682912
HDAC5	ENSG00000108840	ENST00000587135
HDAC6	ENSG00000094631	ENST00000697320
HDAC6	ENSG00000094631	ENST00000697368
HDAC6	ENSG00000094631	ENST00000647398
HDAC6	ENSG00000094631	ENST00000489352
HDAC6	ENSG00000094631	ENST00000697348
HDAC6	ENSG00000094631	ENST00000334136
HDAC6	ENSG00000094631	ENST00000697328
HDAC6	ENSG00000094631	ENST00000443563
HDAC6	ENSG00000094631	ENST00000440653
HDAC6	ENSG00000094631	ENST00000476625
HDAC6	ENSG00000094631	ENST00000462730
HDAC6	ENSG00000094631	ENST00000465269
HDAC6	ENSG00000094631	ENST00000642405
HDAC6	ENSG00000094631	ENST00000376610
HDAC6	ENSG00000094631	ENST00000441703
HDAC6	ENSG00000094631	ENST00000376619
HDAC6	ENSG00000094631	ENST00000461608
HDAC6	ENSG00000094631	ENST00000646703
HDAC6	ENSG00000094631	ENST00000697886
HDAC6	ENSG00000094631	ENST00000469223
HDAC6	ENSG00000094631	ENST00000498808
HDAC6	ENSG00000094631	ENST00000438518
HDAC6	ENSG00000094631	ENST00000644068
HDAC6	ENSG00000094631	ENST00000697349
HDAC6	ENSG00000094631	ENST00000643934
HDAC6	ENSG00000094631	ENST00000477561
HDAC6	ENSG00000094631	ENST00000376643
HDAC6	ENSG00000094631	ENST00000480525
HDAC7	ENSG00000061273	ENST00000445237
HDAC7	ENSG00000061273	ENST00000485796
HDAC7	ENSG00000061273	ENST00000427332
HDAC7	ENSG00000061273	ENST00000422254
HDAC7	ENSG00000061273	ENST00000552960
HDAC7	ENSG00000061273	ENST00000447463
HDAC7	ENSG00000061273	ENST00000421231
HDAC7	ENSG00000061273	ENST00000080059
HDAC7	ENSG00000061273	ENST00000430670
HDAC7	ENSG00000061273	ENST00000417902
HDAC7	ENSG00000061273	ENST00000354334
HDAC8	ENSG00000147099	ENST00000647654
HDAC8	ENSG00000147099	ENST00000649242
HDAC8	ENSG00000147099	ENST00000436675
HDAC8	ENSG00000147099	ENST00000648711
HDAC8	ENSG00000147099	ENST00000650471
HDAC8	ENSG00000147099	ENST00000412342
HDAC8	ENSG00000147099	ENST00000648731
HDAC8	ENSG00000147099	ENST00000650636
HDAC8	ENSG00000147099	ENST00000650076
HDAC8	ENSG00000147099	ENST00000649518
HDAC8	ENSG00000147099	ENST00000650126
HDAC8	ENSG00000147099	ENST00000415409
HDAC8	ENSG00000147099	ENST00000647886
HDAC8	ENSG00000147099	ENST00000373589
HDAC8	ENSG00000147099	ENST00000648577
HDAC8	ENSG00000147099	ENST00000373560
HDAC8	ENSG00000147099	ENST00000648939
HDAC8	ENSG00000147099	ENST00000647594
HDAC8	ENSG00000147099	ENST00000373583
HDAC8	ENSG00000147099	ENST00000373568
HDAC8	ENSG00000147099	ENST00000647974
HDAC8	ENSG00000147099	ENST00000649097
HDAC8	ENSG00000147099	ENST00000648834
HDAC8	ENSG00000147099	ENST00000439122
HDAC8	ENSG00000147099	ENST00000648850
HDAC8	ENSG00000147099	ENST00000647606
HDAC8	ENSG00000147099	ENST00000648504
HDAC8	ENSG00000147099	ENST00000648276
HDAC8	ENSG00000147099	ENST00000649274
HDAC8	ENSG00000147099	ENST00000649543
HDAC8	ENSG00000147099	ENST00000649752
HDAC8	ENSG00000147099	ENST00000421523
HDAC8	ENSG00000147099	ENST00000648036
HDAC8	ENSG00000147099	ENST00000648962
HDAC8	ENSG00000147099	ENST00000470998
HDAC8	ENSG00000147099	ENST00000649116
HDAC8	ENSG00000147099	ENST00000373559
HDAC8	ENSG00000147099	ENST00000373556
HDAC8	ENSG00000147099	ENST00000373554
HDAC8	ENSG00000147099	ENST00000647859
HDAC8	ENSG00000147099	ENST00000650604
HDAC8	ENSG00000147099	ENST00000373571
HDAC8	ENSG00000147099	ENST00000648139
HDAC8	ENSG00000147099	ENST00000648298
HDAC8	ENSG00000147099	ENST00000373573
HDAC8	ENSG00000147099	ENST00000648870
HDAC8	ENSG00000147099	ENST00000648452
HDAC8	ENSG00000147099	ENST00000649181
HDAC8	ENSG00000147099	ENST00000648459
HDAC9	ENSG00000048052	ENST00000428307
HDAC9	ENSG00000048052	ENST00000430454
HDAC9	ENSG00000048052	ENST00000446646
HDAC9	ENSG00000048052	ENST00000686413
HDAC9	ENSG00000048052	ENST00000432645
HDAC9	ENSG00000048052	ENST00000524023
HDAC9	ENSG00000048052	ENST00000681273
HDAC9	ENSG00000048052	ENST00000441542
HDAC9	ENSG00000048052	ENST00000417496
HDAC9	ENSG00000048052	ENST00000406072
HDAC9	ENSG00000048052	ENST00000622668
HDAC9	ENSG00000048052	ENST00000433709
HDAC9	ENSG00000048052	ENST00000405010
HDAC9	ENSG00000048052	ENST00000413380
HDAC9	ENSG00000048052	ENST00000456174
HDC	ENSG00000140287	ENST00000543581
HDC	ENSG00000140287	ENST00000267845
HDDC2	ENSG00000111906	ENST00000609477
HDDC2	ENSG00000111906	ENST00000398153
HDDC2	ENSG00000111906	ENST00000318787
HDDC2	ENSG00000111906	ENST00000608295
HDDC2	ENSG00000111906	ENST00000608284
HDDC3	ENSG00000184508	ENST00000394272
HDDC3	ENSG00000184508	ENST00000646620
HDDC3	ENSG00000184508	ENST00000559898
HDDC3	ENSG00000184508	ENST00000330334
HDGF	ENSG00000143321	ENST00000368206
HDGF	ENSG00000143321	ENST00000357325
HDGF	ENSG00000143321	ENST00000368209
HDGF	ENSG00000143321	ENST00000537739
HDGFL1	ENSG00000112273	ENST00000510882
HDGFL2	ENSG00000167674	ENST00000592691
HDGFL2	ENSG00000167674	ENST00000615225
HDGFL2	ENSG00000167674	ENST00000616600
HDGFL2	ENSG00000167674	ENST00000592417
HDGFL2	ENSG00000167674	ENST00000589486
HDGFL2	ENSG00000167674	ENST00000619255
HDGFL2	ENSG00000167674	ENST00000621835
HDGFL2	ENSG00000167674	ENST00000614903
HDGFL3	ENSG00000166503	ENST00000299633
HDGFL3	ENSG00000166503	ENST00000568294
HDGFL3	ENSG00000166503	ENST00000563404
HDGFL3	ENSG00000166503	ENST00000563790
HDHD2	ENSG00000167220	ENST00000586546
HDHD2	ENSG00000167220	ENST00000591268
HDHD2	ENSG00000167220	ENST00000590481
HDHD2	ENSG00000167220	ENST00000300605
HDHD3	ENSG00000119431	ENST00000374180
HDHD3	ENSG00000119431	ENST00000238379
HDHD5	ENSG00000069998	ENST00000399852
HDHD5	ENSG00000069998	ENST00000155674
HDHD5	ENSG00000069998	ENST00000336737
HDLBP	ENSG00000115677	ENST00000449864
HDLBP	ENSG00000115677	ENST00000420451
HDLBP	ENSG00000115677	ENST00000373292
HDLBP	ENSG00000115677	ENST00000442714
HDLBP	ENSG00000115677	ENST00000422080
HDLBP	ENSG00000115677	ENST00000442730
HDX	ENSG00000165259	ENST00000297977
HDX	ENSG00000165259	ENST00000449553
HDX	ENSG00000165259	ENST00000373177
HEATR1	ENSG00000119285	ENST00000366579
HEATR1	ENSG00000119285	ENST00000366582
HEATR1	ENSG00000119285	ENST00000366581
HEATR3	ENSG00000155393	ENST00000693352
HEATR3	ENSG00000155393	ENST00000299192
HEATR3	ENSG00000155393	ENST00000692328
HEATR3	ENSG00000155393	ENST00000689598
HEATR3	ENSG00000155393	ENST00000693174
HEATR4	ENSG00000187105	ENST00000553558
HEATR4	ENSG00000187105	ENST00000556455
HEATR5A	ENSG00000129493	ENST00000550819
HEATR5A	ENSG00000129493	ENST00000549184
HEATR5A	ENSG00000129493	ENST00000543095
HEATR5A	ENSG00000129493	ENST00000382464
HEATR5B	ENSG00000008869	ENST00000425467
HEATR5B	ENSG00000008869	ENST00000233099
HEATR6	ENSG00000068097	ENST00000585976
HEATR6	ENSG00000068097	ENST00000590587
HEATR6	ENSG00000068097	ENST00000592664
HEATR6	ENSG00000068097	ENST00000587314
HEATR6	ENSG00000068097	ENST00000591683
HEATR6	ENSG00000068097	ENST00000184956
HEATR6	ENSG00000068097	ENST00000593097
HEATR9	ENSG00000270379	ENST00000603852
HEATR9	ENSG00000270379	ENST00000603218
HEATR9	ENSG00000270379	ENST00000603323
HEATR9	ENSG00000270379	ENST00000604834
HEATR9	ENSG00000270379	ENST00000605080
HEBP1	ENSG00000013583	ENST00000647702
HEBP1	ENSG00000013583	ENST00000536942
HEBP1	ENSG00000013583	ENST00000014930
HEBP1	ENSG00000013583	ENST00000535636
HEBP2	ENSG00000051620	ENST00000448741
HEBP2	ENSG00000051620	ENST00000453452
HEBP2	ENSG00000051620	ENST00000367697
HEBP2	ENSG00000051620	ENST00000607197
HECA	ENSG00000112406	ENST00000367658
HECTD1	ENSG00000092148	ENST00000553957
HECTD1	ENSG00000092148	ENST00000554882
HECTD1	ENSG00000092148	ENST00000553700
HECTD1	ENSG00000092148	ENST00000611816
HECTD1	ENSG00000092148	ENST00000556224
HECTD1	ENSG00000092148	ENST00000555915
HECTD1	ENSG00000092148	ENST00000693685
HECTD1	ENSG00000092148	ENST00000399332
HECTD1	ENSG00000092148	ENST00000691390
HECTD1	ENSG00000092148	ENST00000688933
HECTD1	ENSG00000092148	ENST00000692835
HECTD2	ENSG00000165338	ENST00000446394
HECTD2	ENSG00000165338	ENST00000298068
HECTD2	ENSG00000165338	ENST00000631422
HECTD2	ENSG00000165338	ENST00000371667
HECTD3	ENSG00000126107	ENST00000372168
HECTD3	ENSG00000126107	ENST00000372172
HECTD4	ENSG00000173064	ENST00000548588
HECTD4	ENSG00000173064	ENST00000682272
HECTD4	ENSG00000173064	ENST00000651701
HECTD4	ENSG00000173064	ENST00000550722
HECTD4	ENSG00000173064	ENST00000550724
HECTD4	ENSG00000173064	ENST00000377560
HECW1	ENSG00000002746	ENST00000395891
HECW1	ENSG00000002746	ENST00000453890
HECW2	ENSG00000138411	ENST00000260983
HECW2	ENSG00000138411	ENST00000644256
HECW2	ENSG00000138411	ENST00000427457
HECW2	ENSG00000138411	ENST00000644978
HECW2	ENSG00000138411	ENST00000644030
HECW2	ENSG00000138411	ENST00000644421
HEG1	ENSG00000173706	ENST00000482699
HEG1	ENSG00000173706	ENST00000311127
HEG1	ENSG00000173706	ENST00000487661
HELB	ENSG00000127311	ENST00000247815
HELB	ENSG00000127311	ENST00000542394
HELB	ENSG00000127311	ENST00000545134
HELB	ENSG00000127311	ENST00000440906
HELLS	ENSG00000119969	ENST00000698800
HELLS	ENSG00000119969	ENST00000698673
HELLS	ENSG00000119969	ENST00000371332
HELLS	ENSG00000119969	ENST00000419900
HELLS	ENSG00000119969	ENST00000371327
HELLS	ENSG00000119969	ENST00000348459
HELLS	ENSG00000119969	ENST00000630929
HELLS	ENSG00000119969	ENST00000698830
HELQ	ENSG00000163312	ENST00000508591
HELQ	ENSG00000163312	ENST00000510985
HELQ	ENSG00000163312	ENST00000295488
HELT	ENSG00000187821	ENST00000505610
HELT	ENSG00000187821	ENST00000338875
HELT	ENSG00000187821	ENST00000515777
HELZ	ENSG00000198265	ENST00000579861
HELZ	ENSG00000198265	ENST00000581159
HELZ	ENSG00000198265	ENST00000358691
HELZ2	ENSG00000130589	ENST00000427522
HELZ2	ENSG00000130589	ENST00000467148
HEMGN	ENSG00000136929	ENST00000616898
HEMGN	ENSG00000136929	ENST00000259456
HEMK1	ENSG00000114735	ENST00000424388
HEMK1	ENSG00000114735	ENST00000232854
HEMK1	ENSG00000114735	ENST00000443894
HEMK1	ENSG00000114735	ENST00000448997
HEMK1	ENSG00000114735	ENST00000434410
HEMK1	ENSG00000114735	ENST00000455834
HENMT1	ENSG00000162639	ENST00000420055
HENMT1	ENSG00000162639	ENST00000651461
HENMT1	ENSG00000162639	ENST00000370031
HENMT1	ENSG00000162639	ENST00000370032
HEPACAM	ENSG00000165478	ENST00000298251
HEPACAM2	ENSG00000188175	ENST00000394468
HEPACAM2	ENSG00000188175	ENST00000453812
HEPACAM2	ENSG00000188175	ENST00000341723
HEPACAM2	ENSG00000188175	ENST00000440868
HEPH	ENSG00000089472	ENST00000425114
HEPH	ENSG00000089472	ENST00000419594
HEPH	ENSG00000089472	ENST00000684625
HEPH	ENSG00000089472	ENST00000683049
HEPH	ENSG00000089472	ENST00000682927
HEPH	ENSG00000089472	ENST00000429547
HEPH	ENSG00000089472	ENST00000343002
HEPH	ENSG00000089472	ENST00000458621
HEPH	ENSG00000089472	ENST00000519389
HEPH	ENSG00000089472	ENST00000336279
HEPH	ENSG00000089472	ENST00000684042
HEPH	ENSG00000089472	ENST00000441993
HEPH	ENSG00000089472	ENST00000682362
HEPH	ENSG00000089472	ENST00000684603
HEPHL1	ENSG00000181333	ENST00000315765
HEPN1	ENSG00000221932	ENST00000408930
HERC1	ENSG00000103657	ENST00000561400
HERC1	ENSG00000103657	ENST00000561359
HERC1	ENSG00000103657	ENST00000560316
HERC1	ENSG00000103657	ENST00000558324
HERC2	ENSG00000128731	ENST00000564734
HERC2	ENSG00000128731	ENST00000261609
HERC2	ENSG00000128731	ENST00000650509
HERC3	ENSG00000138641	ENST00000431413
HERC3	ENSG00000138641	ENST00000422770
HERC3	ENSG00000138641	ENST00000452979
HERC3	ENSG00000138641	ENST00000512194
HERC4	ENSG00000148634	ENST00000373700
HERC4	ENSG00000148634	ENST00000513996
HERC4	ENSG00000148634	ENST00000395198
HERC4	ENSG00000148634	ENST00000412272
HERC4	ENSG00000148634	ENST00000492996
HERC4	ENSG00000148634	ENST00000427635
HERC4	ENSG00000148634	ENST00000277817
HERC5	ENSG00000138646	ENST00000264350
HERC5	ENSG00000138646	ENST00000508159
HERC6	ENSG00000138642	ENST00000380265
HERC6	ENSG00000138642	ENST00000504905
HERC6	ENSG00000138642	ENST00000264346
HERPUD1	ENSG00000051108	ENST00000379792
HERPUD1	ENSG00000051108	ENST00000563911
HERPUD1	ENSG00000051108	ENST00000568651
HERPUD1	ENSG00000051108	ENST00000439977
HERPUD1	ENSG00000051108	ENST00000568358
HERPUD1	ENSG00000051108	ENST00000563343
HERPUD1	ENSG00000051108	ENST00000565966
HERPUD1	ENSG00000051108	ENST00000300302
HERPUD2	ENSG00000122557	ENST00000396081
HERPUD2	ENSG00000122557	ENST00000603731
HES1	ENSG00000114315	ENST00000232424
HES2	ENSG00000069812	ENST00000487437
HES2	ENSG00000069812	ENST00000489730
HES2	ENSG00000069812	ENST00000377834
HES2	ENSG00000069812	ENST00000377837
HES2	ENSG00000069812	ENST00000377836
HES3	ENSG00000173673	ENST00000377898
HES4	ENSG00000188290	ENST00000484667
HES4	ENSG00000188290	ENST00000304952
HES4	ENSG00000188290	ENST00000428771
HES5	ENSG00000197921	ENST00000378453
HES6	ENSG00000144485	ENST00000409160
HES6	ENSG00000144485	ENST00000409574
HES6	ENSG00000144485	ENST00000409002
HES6	ENSG00000144485	ENST00000409182
HES6	ENSG00000144485	ENST00000436051
HES6	ENSG00000144485	ENST00000272937
HES6	ENSG00000144485	ENST00000417803
HES7	ENSG00000179111	ENST00000577735
HESX1	ENSG00000163666	ENST00000495160
HESX1	ENSG00000163666	ENST00000473921
HESX1	ENSG00000163666	ENST00000647958
HEXA	ENSG00000213614	ENST00000683860
HEXA	ENSG00000213614	ENST00000682461
HEXA	ENSG00000213614	ENST00000684520
HEXA	ENSG00000213614	ENST00000683579
HEXA	ENSG00000213614	ENST00000682721
HEXA	ENSG00000213614	ENST00000567027
HEXA	ENSG00000213614	ENST00000683243
HEXA	ENSG00000213614	ENST00000683884
HEXA	ENSG00000213614	ENST00000684231
HEXA	ENSG00000213614	ENST00000684602
HEXA	ENSG00000213614	ENST00000684125
HEXA	ENSG00000213614	ENST00000683003
HEXA	ENSG00000213614	ENST00000682061
HEXA	ENSG00000213614	ENST00000682177
HEXA	ENSG00000213614	ENST00000684667
HEXA	ENSG00000213614	ENST00000683735
HEXA	ENSG00000213614	ENST00000568260
HEXA	ENSG00000213614	ENST00000567411
HEXA	ENSG00000213614	ENST00000683853
HEXA	ENSG00000213614	ENST00000563762
HEXA	ENSG00000213614	ENST00000567213
HEXA	ENSG00000213614	ENST00000566304
HEXA	ENSG00000213614	ENST00000566672
HEXA	ENSG00000213614	ENST00000268097
HEXA	ENSG00000213614	ENST00000567159
HEXA	ENSG00000213614	ENST00000682843
