ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0032420	stereocilium	27/5228	54/17442	0.0015671903987810488	0.021369655214413075	0.016343097398351752	LHFPL5/PCDH15/WHRN/TRIOBP/FSCN2/STRC/FCHSD2/MPP1/PJVK/CDH23/RHOC/CLRN1/CLRN2/USH1C/EPS8L2/LOXHD1/EPS8/VEZT/CIB2/HOMER2/BBS2/ATP8B1/ANKRD24/ADGRV1/TSPEAR/CDC14A/MYO3A	27
GO:0000220	vacuolar proton-transporting V-type ATPase, V0 domain	8/5228	10/17442	0.0015755107731805886	0.021369655214413075	0.016343097398351752	ATP6V0E2/ATP6V0D1/ATP6AP2/ATP6V0B/TCIRG1/RNASEK/ATP6V0C/ATP6V0A1	8
GO:0016528	sarcoplasm	41/5228	91/17442	0.0016384201465393722	0.02182609695211378	0.016692175177149247	ITPR2/ANK3/ANK1/CAMK2D/ITPR1/CAMK2G/NOS1/JPH1/CAMK2B/AGL/SLC30A7/JPH2/FKBP1A/GSN/SRI/ATP2A1/ATP2A3/GSTM2/CTHRC1/TMEM38B/HAX1/CALU/SLC8A3/MEF2C/DTNBP1/IRAG1/ATP2A2/SYNE2/DHRS7C/RTN2/DMPK/NFATC1/ELAVL1/HRC/RYR1/RYR2/RYR3/SCN3A/POMT1/HSP90B1/CACNA1S	41
GO:0008021	synaptic vesicle	81/5228	204/17442	0.0018064495008684586	0.023642303993822285	0.018081175059477463	GAD2/OTOF/BSN/STX19/ZNRF1/STX3/BTBD8/STX2/SEPTIN6/SLC6A9/NCSTN/PPT1/SYP/SEPTIN2/SNCAIP/SYNGR1/MFF/ATP6V0E2/ATP6V0D1/BACE1/ATP6AP1/DNM1L/SEPTIN5/PPFIA2/ATP6AP2/GRIA1/AMPH/ICA1/MCTP2/STX16/VPS45/MYOF/SYPL1/SYNPR/CLCN5/VAMP2/PDE4B/GABBR1/RAB7A/ATP8A1/SNCA/SLC9B2/DTNBP1/COPS4/GABRA2/COPS5/SNAP91/ATP6V1H/MAL2/ABCC8/TRAPPC4/PICALM/DISC1/PSEN1/ATP6V1D/VTI1B/RAB8B/DMXL2/CLN3/RAB26/DOC2A/ATP6V0C/SEPTIN4/NDEL1/BRSK1/SYT5/ROGDI/ATP6V0A1/SYNGR2/RAB27B/SLC17A7/TMEM230/DLG4/CBARP/SLC18B1/TOR1A/CLCN4/PSEN2/LRRK2/NGF/KIF1B	81
GO:0005874	microtubule	163/5228	448/17442	0.0018460384279478453	0.02367205967247407	0.0181039316247791	TUBGCP6/DNAH3/FBXW11/CSNK1D/KIF5A/KIF5B/ZWILCH/TTLL9/TUBA8/NIN/TEKTIP1/MAPT/REEP4/DNM1/CCDC66/DCDC1/SIRT2/DST/CCT3/ROR2/SPAG6/KLC1/CCDC57/PTPN20/CLIP4/JAKMIP1/CALM2/CCT7/CFAP144/CDK5RAP2/TTLL6/SYNJ1/DLG1/LRPPRC/DNAH1/KIF15/MAP9/MTA1/DNAH14/EMD/CCT8/CUL3/DYNLT3/DNM1L/TMEM214/CASP1/DYNC1I2/RADIL/KIFC3/CIMIP2B/KNSTRN/TIAM1/TPPP2/DYNC2LI1/KLHL21/SKA3/DNAH12/RUSC1/KCNAB2/KIF12/HNRNPU/MX2/PBXIP1/EML3/HDAC6/GRAMD2B/CCT5/FAM110A/SLAIN2/KIF2A/POLB/CSPP1/CHMP7/MTUS1/STAU2/TBCA/NDRG1/KIF13B/RMDN1/NME7/SNTB2/CSTPP1/HOOK3/CDK2AP2/SYBU/DISC1/MEFV/GABARAPL1/CEP57/TRPV4/GAS2L3/PACRG/TCP1/TUBGCP2/KIF21A/CENPJ/BICD1/RACGAP1/DCTN2/EML5/TUBB3/TOGARAM1/NUSAP1/INO80/LRRC49/KIF23/MATCAP1/TUBGCP4/HAUS2/RPGRIP1L/RAB11A/CYLD/KIF22/MAP1LC3B/CHMP6/NDE1/CFAP52/BAIAP2/DCXR/CDK5RAP3/SPAG5/AURKB/SARM1/NDEL1/HAUS1/HOOK2/BCAS3/SEPTIN9/EML2/KIF18B/TUBB6/TUBD1/DNM2/KATNAL2/HAUS5/MAP1S/FSD1/CALM3/TUBB4A/HAUS8/ENKD1/DVL1/IQGAP1/TBCE/SPAST/OPA1/DPP9/SAA1/DYNC2H1/CALM1/HAUS3/CHMP1A/KIF11/KIF5C/DYNC1H1/ARFGEF2/ASPM/TBCD/HOOK1/REEP1/KIF1B/ARHGEF2/PCNT	163
GO:0019867	outer membrane	95/5228	245/17442	0.0018721870250348125	0.02367205967247407	0.0181039316247791	GUCY2D/ARMC12/AKAP1/ARMC10/SYNE4/GHRHR/TRIM14/BID/FOXO3/MTARC2/SYNE1/AIFM2/APOO/CASP8/BAD/LPIN1/SLC24A1/RPS27A/MFF/EPHA4/SMPD4/MIGA2/FATE1/ABCB6/LRPPRC/MTX2/CHCHD3/EMD/BCL2L11/ACSL6/DNM1L/FIS1/HAX1/SFXN2/VPS13A/GK/AGK/HMOX1/SH3GLB1/RPS6KB1/MSTO1/QTRT2/CYB5A/SLC8A3/ACSL5/MISFA/SPATA18/ACSL1/PPP2R2B/CYB5B/BNIP3L/VDAC3/GDAP1/AGPAT5/MTERF3/NLRX1/PGR/C11orf65/SPATA19/PDE2A/RTN4IP1/CPT1A/PHB2/DAO/SLC11A2/LETMD1/SYNE2/CLMN/PSEN1/BCL2L2/PTGS2/RHOT2/TUFM/CISD2/RHOT1/SEPTIN4/SARM1/BECN1/QTRT1/DMPK/UBA52/MYO19/TAFAZZIN/OPA1/ENO1/VPS13C/MFN2/RSAD2/LRRK2/ACSL3/ATAD1/RAF1/SOX10/CYB5R3/MTCH1	95
GO:0031968	organelle outer membrane	94/5228	243/17442	0.002144474706231727	0.026300818972062958	0.020114355697556263	GUCY2D/ARMC12/AKAP1/ARMC10/SYNE4/GHRHR/TRIM14/BID/FOXO3/MTARC2/SYNE1/AIFM2/APOO/CASP8/BAD/LPIN1/RPS27A/MFF/EPHA4/SMPD4/MIGA2/FATE1/ABCB6/LRPPRC/MTX2/CHCHD3/EMD/BCL2L11/ACSL6/DNM1L/FIS1/HAX1/SFXN2/VPS13A/GK/AGK/HMOX1/SH3GLB1/RPS6KB1/MSTO1/QTRT2/CYB5A/SLC8A3/ACSL5/MISFA/SPATA18/ACSL1/PPP2R2B/CYB5B/BNIP3L/VDAC3/GDAP1/AGPAT5/MTERF3/NLRX1/PGR/C11orf65/SPATA19/PDE2A/RTN4IP1/CPT1A/PHB2/DAO/SLC11A2/LETMD1/SYNE2/CLMN/PSEN1/BCL2L2/PTGS2/RHOT2/TUFM/CISD2/RHOT1/SEPTIN4/SARM1/BECN1/QTRT1/DMPK/UBA52/MYO19/TAFAZZIN/OPA1/ENO1/VPS13C/MFN2/RSAD2/LRRK2/ACSL3/ATAD1/RAF1/SOX10/CYB5R3/MTCH1	94
GO:0098687	chromosomal region	144/5228	392/17442	0.0021619925036932873	0.026300818972062958	0.020114355697556263	CENPA/THOC2/CENPO/SMARCE1/FBXW11/SYCP2L/CENPN/ZWILCH/WRAP53/KMT5B/BAZ1B/DCTN3/SUGT1/SEPTIN6/HNRNPA2B1/H4C11/THOC5/SIRT2/PML/ZWINT/H3-3A/NSMCE4A/SLF2/HELLS/H4C2/ZNF827/SEPTIN2/MEN1/NBN/DNA2/CENPM/CDCA5/TFIP11/CBX3/STAG3/FIRRM/PPP1CB/MCM3/ORC5/SPC24/ACTB/XPO1/CHEK1/POT1/DYNLT3/TRAPPC12/KMT5C/KNSTRN/MEAF6/CHEK2/MIS18BP1/ARID2/SUN1/TERT/DNMT3A/CENPS/LRWD1/SKA3/PMF1/STN1/RTEL1/BRCA2/TEP1/FMR1/HNRNPU/KDM4A/STAG1/ITGB3BP/EZH2/RBBP4/TELO2/NUF2/AHCTF1/CCNB1/ZNF330/PDS5A/SLF1/TTK/CENPK/THOC3/SPDL1/DCTN4/NUDCD2/CHMP7/DCTN6/HMBOX1/ESCO2/CSNK1A1/ATM/MTA2/NUP160/HSF1/MAJIN/RAD51/KNL1/NCAPD3/NUP107/NLRP2/PPP1R12A/DCTN2/SMARCC2/PSEN1/PPP2R5C/BAZ1A/BUB1B/TERB1/CENPT/KIF22/CHMP6/NDE1/SPAG5/CTC1/NUP85/AURKB/THOC1/SMARCD2/NDEL1/RAD51D/H3-3B/DNMT1/EZH1/POLD1/ACD/H4C12/H2BC3/ATRX/CHD4/CTCF/SMARCA4/SMCHD1/MCM4/CDC73/BLM/RAD50/NABP1/SMC1A/KAT7/CHMP1A/MACROH2A2/PSEN2/TERF1/DDB1/KDM1A/PHF6	144
GO:0031253	cell projection membrane	130/5228	350/17442	0.0021858589494207817	0.026300818972062958	0.020114355697556263	GUCY2D/CD44/TPM1/ANK1/PLA2G4F/KCNC2/AKT2/STX4/ITGA3/AKAP5/IQCE/MAPT/SCNN1A/ATP2B2/HLA-G/PLEKHA1/AIF1L/FGD2/PTCH1/TTYH1/KCNC3/SEPTIN2/CTNNB1/NF2/CEACAM1/PSD4/SLC3A1/PLB1/DPP4/ARPC2/DLG1/PIEZO1/RASGRP2/FAP/TRPV1/SGCE/SH3YL1/PROM2/BBS9/ITGA5/SLC39A6/IZUMO1R/BBS5/ERBB2/INPP5K/ATP6AP2/PROM1/GRIA1/RHOA/PIP5K1A/TIAM1/BBS1/PEX19/DOCK8/TESC/ARL13B/EPS8L3/ROBO2/GABBR1/PKD2/GABRA4/MFSD10/SLC34A2/PLXND1/SLC17A3/PDPN/BBS7/CLRN2/GABRA2/SLC9A3/SNTG1/PSD3/TMEM67/RPS3/EPS8L2/TBC1D10C/ABCA7/MTMR9/TAS2R43/FERMT1/TRPV4/SLC12A5/DAGLA/TCTN2/EPS8/APPL2/VEZT/SLC11A2/LIMA1/SYNE2/TTC8/PLEK2/BBS4/BBS2/NDRG4/PLCG2/PKD1/TMEM231/ITGB3/ATP1B2/ACE/THY1/VASP/CA4/SLC7A9/PDE4A/ADGRE2/PLCG1/SYTL1/CDHR1/CHRNA7/KCNB1/GABRG2/ADGRV1/SLC1A2/TSPEAR/ATP7A/CASK/AQP1/MYO6/SHANK2/SHANK3/ACE2/PIP5K1C/TCTN3/DMD/GPR37L1/SLC22A5/ARHGEF2/ITGAV	130
GO:0098576	lumenal side of membrane	19/5228	35/17442	0.0022809967008251644	0.026872089899363995	0.020551252611055858	HLA-DQA1/HLA-G/HLA-DQA1/HLA-DRA/HLA-C/CD74/HLA-DPA1/NDUFAF5/HLA-F/DNAJC19/COA8/PKD2/PAM16/SPPL2B/HM13/CTSA/CANX/HLA-B/HLA-DRB1	19
GO:0030658	transport vesicle membrane	87/5228	223/17442	0.0023053803667014688	0.026872089899363995	0.020551252611055858	GAD2/OTOF/BSN/ITPR1/ZNRF1/HLA-DQA1/B2M/SLC6A9/HLA-G/SEC23IP/HLA-DQA1/HLA-DRA/HLA-C/SYP/CD74/ABCA12/AREG/SEC24B/CEACAM1/SYNGR1/AP1S3/HLA-DPA1/ATP6V0E2/ATP6V0D1/CLTCL1/ATP6AP1/DNM1L/TGFA/ATP6AP2/GRIA1/AMPH/AP1G1/AP1S2/ICA1/MCTP2/VAMP7/STX16/SEC31B/MYOF/SYPL1/HLA-F/SYNPR/AFTPH/VAMP2/STX5/RAB7A/ATP8A1/SNCA/PDCD6/SEC31A/SLC9B2/DTNBP1/GABRA2/ATP6V1H/MAL2/STX17/SNTB2/ABCC8/CNIH2/SYT10/AP1G2/ATP6V1D/TMED10/VTI1B/DMXL2/RAB26/DOC2A/ATP6V0C/SYT5/CA4/ATP6V0A1/SYNGR2/AP1M1/AP1M2/RAB27B/SLC17A7/AP2A1/SCGN/GOSR2/AP1S1/CBARP/SLC18B1/CD59/LRRK2/PAM/HLA-B/HLA-DRB1	87
GO:0016469	proton-transporting two-sector ATPase complex	23/5228	45/17442	0.002365221046907957	0.02691192640732369	0.0205817187988845	ATP6V0E1/ATP6V1G3/ATP5F1C/ATP5MF/ATP5PF/ATP5PO/ATP6V0E2/ATP6V0D1/ATP6AP1/ATP6AP2/ATP6V0B/ATP5PB/ATP5MC1/ATP6V1H/TCIRG1/ATP5PD/RNASEK/ATP6V1D/TMEM199/ATP6V0C/ATP6V0A1/ATP5F1A/ATP5F1D	23
GO:0045178	basal part of cell	110/5228	291/17442	0.002380947912712284	0.02691192640732369	0.0205817187988845	CEACAM5/LIN7A/RHCG/OTOF/NKD2/CD44/ANK3/DTNB/ANK1/KCNC2/SLC29A2/STX4/ITGA3/HFE/SLC4A4/STX2/SLC4A5/SLC23A1/ATP2B2/OSCP1/TRPC4/SLC6A9/DST/LEPR/EPB41/SLC4A10/ABCC5/AQP4/LPO/SLC26A5/SLC47A1/CTNNB1/CEACAM1/DLG1/FAP/MAP4K2/SLC39A8/PTH1R/PROM2/SLC4A9/SLC16A10/TGFA/ERBB2/NAIP/RHBG/EPCAM/HEPH/EPS15/CLRN1/AQP3/IDE/SLCO2A1/ADAM9/ADCY10/LIN7B/ATP1B3/MEGF11/SLC13A3/SLC14A1/PKD2/PDPN/SLC9B2/HPGD/ABCC3/ERBIN/ENPP1/SLC26A7/NOD2/CD81/DLG2/SLC16A7/SLC11A2/ERBB3/MYO1A/NUMB/ANXA2/LDLR/SLC12A6/NDRG4/PKD1/CDH16/CLDN7/SLC43A2/ITGB4/ACE/SLC16A3/FLOT2/SLC27A5/CA11/AP2A1/SLC27A1/BSG/TEK/IQGAP1/DOCK7/KCNJ10/ATP7A/ABCC4/SLC4A11/CASK/DLG4/AQP1/ANK2/ATP7B/ABCC1/SLC1A3/LRRK2/PRCP/SLC22A5/TFRC	110
GO:0016363	nuclear matrix	52/5228	123/17442	0.002441246145462248	0.027181636186788614	0.020787987601579554	SMARCE1/MBD1/SORBS1/ENC1/GHRHR/PRPF40A/HNRNPA2B1/PML/HLTF/MEN1/PPIG/ACTB/OGG1/TP53/ARID2/PAXIP1/LMNB1/SFPQ/DNMT3A/MYB/TEP1/HNRNPU/STAG1/AHCTF1/MAEA/LMNA/RUNX1T1/PHB2/MORC3/SMARCC2/PSMA6/CFL2/ATXN3/ANXA2/TGFB1I1/THOC1/SMARCD2/RUVBL2/SPTBN4/SRRM1/HNRNPM/AKAP8L/SMARCA4/CASK/ERCC8/BLM/POLA1/SMC1A/CHMP1A/NONO/AKAP8/DCAF7	52
GO:0000793	condensed chromosome	105/5228	277/17442	0.0026578981956187995	0.029158706675465065	0.022300012724851232	CENPA/CENPO/SMARCE1/FBXW11/SYCP2L/CENPN/ZWILCH/KMT5B/FAM9B/BAZ1B/DCTN3/SUGT1/SEPTIN6/SETMAR/ZWINT/H3-3A/NSMCE4A/SLF2/FAM9C/FAM9A/SEPTIN2/HMGB1/RNF212B/CENPM/SYCE3/CBX3/STAG3/FIRRM/LRPPRC/FANCD2/SPC24/ACTB/XPO1/CHEK1/FKBP6/MLH1/DYNLT3/L3MBTL1/TRAPPC12/KMT5C/KNSTRN/MEAF6/HORMAD2/ARID2/BRCA1/CENPS/LRWD1/SKA3/PMF1/BRCA2/HNRNPU/ITGB3BP/NUF2/AHCTF1/CCNB1/RNF212/SLF1/TTK/CENPK/SPDL1/ESRRB/RAD1/DCTN4/NUDCD2/CHMP7/DCTN6/CSNK1A1/NUP160/HSF1/RAD51/KNL1/NCAPD3/NUP107/RAD9A/PPP1R12A/DCTN2/SMARCC2/PSEN1/CCNB1IP1/MLH3/BUB1B/CENPT/UBE2I/KIF22/CHMP6/TOPBP1/NDE1/SPAG5/NUP85/AURKB/SMARCD2/NDEL1/H3-3B/SYCE2/BRD4/ATRX/CTCF/SMARCA4/BLM/RAD50/SMC1A/CHMP1A/PSEN2/AKAP8/PHF6	105
GO:0030118	clathrin coat	24/5228	48/17442	0.0028010055138261124	0.030283334975569273	0.023160106613177012	BTBD8/AP4M1/AP1S3/AP2M1/SYNJ1/CLTCL1/KCNQ5/AP1G1/AP1S2/NECAP2/EPS15/AFTPH/CLINT1/PICALM/AP1G2/AP1M1/EPS15L1/AP1M2/AP2A1/NECAP1/AP1S1/BAIAP2L2/SGIP1/AP3B1	24
GO:0032421	stereocilium bundle	29/5228	61/17442	0.0028512689404319494	0.03038638042231763	0.023238913770137096	IDO1/LHFPL5/PCDH15/WHRN/TRIOBP/FSCN2/STRC/FCHSD2/MPP1/PJVK/CDH23/RHOC/CLRN1/CLRN2/USH1C/EPS8L2/LOXHD1/EPS8/VEZT/CIB2/HOMER2/BBS2/ATP8B1/ANKRD24/ADGRV1/CLIC5/TSPEAR/CDC14A/MYO3A	29
GO:0009925	basal plasma membrane	103/5228	272/17442	0.003006065136579494	0.0315848534068775	0.02415548263937859	CEACAM5/LIN7A/RHCG/OTOF/NKD2/CD44/ANK3/DTNB/ANK1/KCNC2/SLC29A2/STX4/ITGA3/SLC4A4/STX2/SLC4A5/SLC23A1/ATP2B2/OSCP1/TRPC4/SLC6A9/DST/LEPR/EPB41/SLC4A10/ABCC5/AQP4/LPO/SLC26A5/SLC47A1/CTNNB1/CEACAM1/DLG1/MAP4K2/SLC39A8/PTH1R/PROM2/SLC4A9/SLC16A10/TGFA/ERBB2/NAIP/RHBG/EPCAM/HEPH/EPS15/AQP3/IDE/SLCO2A1/ADAM9/LIN7B/ATP1B3/MEGF11/SLC13A3/SLC14A1/PKD2/PDPN/SLC9B2/HPGD/ABCC3/ERBIN/ENPP1/SLC26A7/NOD2/CD81/DLG2/SLC16A7/ERBB3/MYO1A/NUMB/ANXA2/LDLR/SLC12A6/NDRG4/PKD1/CDH16/CLDN7/SLC43A2/ITGB4/ACE/SLC16A3/FLOT2/SLC27A5/CA11/AP2A1/SLC27A1/BSG/TEK/IQGAP1/KCNJ10/ATP7A/ABCC4/SLC4A11/CASK/DLG4/AQP1/ANK2/ATP7B/ABCC1/SLC1A3/LRRK2/SLC22A5/TFRC	103
GO:0030662	coated vesicle membrane	77/5228	196/17442	0.0032066104849371706	0.033224047524487904	0.025409106474209745	HBEGF/GAD2/BTBD8/HLA-DQA1/B2M/HLA-G/SEC23IP/HLA-DQA1/HLA-DRA/ROR2/HLA-C/CD74/CD3G/AREG/SEC24B/AP1S3/AP2M1/HLA-DPA1/ATP6V0E2/ATP6V0D1/CLTCL1/ATP6AP1/DBNL/TGFA/ATP6AP2/GRIA1/AP1G1/AP1S2/NECAP2/VAMP7/ATP6V0B/SEC31B/HLA-F/AFTPH/VAMP2/STX5/EGF/PDCD6/SEC31A/COPG1/ATP6V1H/CLINT1/STX17/CNIH2/SCYL1/AP3B2/COPZ1/RNASEK/AP1G2/ATP6V1D/TMEM199/TMED10/VTI1B/LDLR/ATP6V0C/TEPSIN/COPZ2/ATP6V0A1/AP1M1/AP1M2/SLC17A7/AP2A1/GAD1/SCARB2/NECAP1/GOSR2/AP1S1/COPA/CFTR/CD59/MYO6/SGIP1/AP3B1/HLA-B/HLA-DRB1/TFRC/DENND1A	77
GO:0005770	late endosome	113/5228	303/17442	0.003503178414680984	0.0357180575486948	0.027316476917444037	STARD3NL/BST2/YIPF2/CLEC16A/ANKRD13D/SFTPC/MAPK3/ATP13A2/HLA-DQA1/B2M/RAP1A/OSBPL1A/CD1E/SNX14/SFTPA2/HLA-DQA1/HLA-DRA/CD74/PXK/PRKAR1A/SFTPB/CLCN6/STEAP3/CCZ1B/MITD1/ABCB6/HLA-DPA1/VPS8/CLTCL1/BACE1/AP5M1/WDR48/OSBPL9/ATP13A4/VPS41/ARL8B/KIDINS220/VAMP7/MCOLN2/SLC11A1/WDR81/PLD3/HLA-DOB/RAB7A/HDAC6/F2R/NSG1/SNF8/RASGEF1B/NSG2/PIP4P2/VPS37A/CHMP7/IRGM/CHID1/TCIRG1/CTSH/PGA4/CYB561A3/SLC11A2/CD63/ANKRD13A/ZFYVE26/LGMN/VTI1B/ANXA2/LDLR/RAB11A/CLN3/DERL2/CHMP6/HGS/LITAF/ZP2/VPS33B/ANXA8/TSG101/UNC13D/MFSD12/PLEKHM1/NPC1/RMC1/SMIM22/ABCA5/VPS4B/RAB27B/TMEM230/MAGI2/CCZ1/TPCN2/LITAFD/SCARB2/GOSR2/ATP7A/AP5Z1/VPS13C/PCSK9/ATP7B/FIG4/NEDD4L/CLCN4/ZMPSTE24/CHMP1A/LRRK2/MICALL1/IFITM2/IFITM3/WDR91/MAP2K1/MTM1/MYO5A/HLA-DRB1/NDFIP2	113
GO:0042383	sarcolemma	57/5228	139/17442	0.003543078094642648	0.0357180575486948	0.027316476917444037	SGCA/DTNA/ANK3/ANK1/CAMK2D/NOS1/POPDC2/FXYD1/NCSTN/AQP4/CACNG7/CAV1/SRI/ACP1/SLC8A1/PPP3R1/SMPD4/DLG1/SGCE/PPP3CB/CLCN1/SNTG2/CACNA1C/SLC8A3/SGCB/ANXA5/DTNBP1/ABCC8/RDX/SSPN/CACNB3/PSEN1/CIB2/ANXA2/CAPN3/ANXA8/STAC2/RTN2/RYR1/RYR2/BSG/VCL/RYR3/KCNB1/CACNA1D/SCN1A/CACNB2/PRKG1/SNTB1/AQP1/SLMAP/OBSCN/ANK2/DMD/CACNA1S/KCNJ11/COL6A3	57
GO:0071013	catalytic step 2 spliceosome	38/5228	86/17442	0.0036050765194233256	0.03585849444653068	0.027423880330209722	CACTIN/RBM44/HNRNPA2B1/PPIE/HNRNPA3/TFIP11/SF3B1/PPIL3/PPIL2/WDR83/RBMX/SYNCRIP/SF3A1/U2AF1/HNRNPU/PRPF4B/ISY1/PLRG1/MTREX/DDX41/PPWD1/HNRNPH1/PABPC1/MAGOHB/DDX23/PNN/DHX38/PRPF8/SRRM2/SNRPD1/DDX5/SRSF1/DHX8/SRRM1/HNRNPM/HNRNPA1/CWC27/RBM8A	38
GO:0034704	calcium channel complex	35/5228	78/17442	0.0037552395676024412	0.03686064101883449	0.028190302571198384	TRPC4/CATSPERE/FKBP1A/CACNG7/ATP2A1/CALM2/CATSPER2/PTPA/C2CD6/CACNA2D4/CACNA2D3/CACNA1C/PDE4B/CACNA1G/PDE4D/CATSPER4/SCN8A/CACNB3/PKD1/CACNA1A/CALM3/RYR1/MCU/RYR2/RYR3/CACNB4/CACNA1D/CACNA1H/SCN3A/SCN1A/SCN9A/CACNB2/CALM1/CACNA1S/TMEM249	35
GO:0098791	Golgi apparatus subcompartment	135/5228	370/17442	0.0038391095203171898	0.037194489638397714	0.02844562351349169	AP4S1/YIPF2/CHST7/COG8/GOLIM4/SCFD1/STX4/ST3GAL3/HLA-DQA1/SLC66A2/ARFIP1/SGMS1/ST6GAL2/GOLGA4/CNST/SLC30A7/HLA-DQA1/HLA-DRA/CD74/VPS53/AP4M1/GOLGA7/MOB4/AP1S3/SMPD4/RAB29/HLA-DPA1/FLNA/RAB34/CDH1/PCSK5/GOSR1/CLTCL1/BACE1/GSAP/CHAC1/INPP5K/SLC24A5/SLC30A6/AP1G1/AP1S2/PLEKHA3/EIPR1/VAMP7/STX16/SCAMP4/GPR89B/NSF/TBC1D23/RAB43/B4GALT2/AFTPH/NECAB3/VAMP2/PRKD1/SCOC/RHOBTB3/ATP8A1/NSG1/TGFBI/SLC10A7/MGAT4D/NSG2/ZDHHC14/FAM91A1/BPNT2/MGAT4B/ASAP1/GPR89A/DENND5A/MS4A6A/TRAPPC4/CHID1/MYO18A/SULF1/ATP8B3/MS4A6E/TMBIM4/CCDC91/CHPF/COG6/RAB6A/ARSL/BICD1/ARL1/TRAPPC6B/ATP8B4/AP4E1/NAGPA/MBTPS1/LPCAT2/RAB11A/CLN3/SYT17/TMEM87A/GGA2/CORO7/TEPSIN/GGA3/RAB31/COG1/HOOK2/BECN1/CA4/STX10/TRAPPC6A/ATP9B/AP1M1/PCSK4/ATP8B1/AP1M2/RAB27B/GPR108/ATG9B/TMEM230/ATP7A/OCRL/AP1S1/PLEKHA8/ATP7B/GBF1/ST3GAL4/VRK1/AKAP9/SNX9/LRRK2/ARFGEF2/FURIN/CHPF2/GOLGA3/NBEA/GOLGB1/HLA-DRB1/SULF2/COG4	135
GO:0000922	spindle pole	69/5228	174/17442	0.00389646011446839	0.0372661441717105	0.028500423509336948	AAAS/TUBGCP6/MTCL1/MAPK14/NIN/BRCC3/UXT/TBCCD1/CEP104/CTNNB1/CALM2/CDC14B/CDK5RAP2/EMD/CUL3/DDX11/LATS1/DYNLT2B/KNSTRN/PKP4/ANKRD53/KLHL21/PMF1/HNRNPU/STAG1/CCNB1/MAPKBP1/FAM110A/SPDL1/KIF2A/ALPK1/DCTN4/NUDCD2/CSPP1/UBXN2B/RMDN1/HSF1/PLEKHG6/TUBGCP2/POC1B/IRAG2/TUBGCP4/RAB11A/NUBP2/TOPBP1/NDE1/SPAG5/AURKB/HAUS1/FBF1/VPS4B/KATNAL2/CEP89/CALM3/HAUS8/ENKD1/GPSM2/SPAST/WDR62/CDC14A/TACC3/CALM1/SMC1A/KIF11/NPM1/ASPM/ALMS1/CEP63/SBDS	69
GO:0031901	early endosome membrane	74/5228	189/17442	0.0041991092257007145	0.03791080772206195	0.02899344967596667	CD8B/B2M/KIR2DL4/PML/HLA-G/RAB4A/FGD2/HLA-DRA/HLA-C/SLC15A4/SNX1/RUFY1/CAV1/TOM1/PMEPA1/SNX13/EPHA4/SNX30/ABCB6/EEA1/WASHC2A/ATP13A4/VPS41/RBSN/GRIA1/ATP11C/HLA-F/EPS15/ATP11B/SNX4/WDR81/RABGEF1/PLD3/WASHC3/NSG1/ZFYVE16/DNAJC13/SNX2/SLC9A3/NSG2/SNX19/ABCA7/NEU3/LRP6/DAGLA/MON2/APPL2/SLC11A2/PSEN1/SNX6/VTI1B/CLN3/GGA2/HGS/LITAF/VPS33B/GGA3/RAB31/MTMR4/TSG101/SNX27/ATP7A/OCRL/CFTR/ITCH/FIG4/CLCN4/ZMPSTE24/MMGT1/IFITM3/VPS13B/WDR91/PLA2G4E/HLA-B	74
GO:0034992	microtubule organizing center attachment site	8/5228	11/17442	0.004253547224051996	0.03791080772206195	0.02899344967596667	SYNE4/SUN5/SYNE1/SPAG4/SUN3/SUN1/SYNE2/CLMN	8
GO:0034993	meiotic nuclear membrane microtubule tethering complex	8/5228	11/17442	0.004253547224051996	0.03791080772206195	0.02899344967596667	SYNE4/SUN5/SYNE1/SPAG4/SUN3/SUN1/SYNE2/CLMN	8
GO:0106083	nuclear membrane protein complex	8/5228	11/17442	0.004253547224051996	0.03791080772206195	0.02899344967596667	SYNE4/SUN5/SYNE1/SPAG4/SUN3/SUN1/SYNE2/CLMN	8
GO:0106094	nuclear membrane microtubule tethering complex	8/5228	11/17442	0.004253547224051996	0.03791080772206195	0.02899344967596667	SYNE4/SUN5/SYNE1/SPAG4/SUN3/SUN1/SYNE2/CLMN	8
GO:0031258	lamellipodium membrane	13/5228	22/17442	0.004268777277015018	0.03791080772206195	0.02899344967596667	CD44/DPP4/PIEZO1/FAP/SLC39A6/DOCK8/PLXND1/PDPN/SYNE2/PLEK2/ITGB3/VASP/ITGAV	13
