Gene	Codon	Length
ENSG00000007306	UAG	3
ENSG00000076944	UGA	0
ENSG00000269897	UGA	0
ENSG00000135298	UGA	0
ENSG00000270806	UAA	4
ENSG00000112679	UAA	3
ENSG00000141510	UGA	0
ENSG00000114062	UAA	1
ENSG00000062282	UGA	0
ENSG00000110436	UAG	1
ENSG00000091972	UAA	0
ENSG00000091972	UAA	0
ENSG00000124140	UGA	0
ENSG00000128513	UAA	0
ENSG00000101076	UAA	0
ENSG00000164031	UGA	0
ENSG00000168803	UGA	0
ENSG00000134283	UAA	0
ENSG00000197128	UAG	0
ENSG00000172403	UGA	0
ENSG00000149054	UAG	0
ENSG00000070756	UAA	1
ENSG00000137941	UAA	0
ENSG00000012171	UGA	0
ENSG00000283201	UAA	0
ENSG00000273777	UAA	2
ENSG00000254221	UAA	0
ENSG00000132485	UGA	0
ENSG00000100739	UAA	10
ENSG00000173898	UAG	0
ENSG00000138079	UGA	0
ENSG00000090612	UGA	0
ENSG00000111371	UAG	0
ENSG00000182985	UGA	0
ENSG00000197658	UAA	0
ENSG00000109819	UAA	0
ENSG00000159496	UGA	0
ENSG00000043143	UAA	0
ENSG00000136297	UAG	0
ENSG00000047410	UAG	0
ENSG00000196427	UGA	0
ENSG00000253159	UAA	0
ENSG00000198765	UAA	0
ENSG00000100298	UGA	0
ENSG00000196247	UAA	0
ENSG00000196236	UAG	0
ENSG00000147036	UAA	0
ENSG00000269313	UGA	0
ENSG00000197653	UAA	0
ENSG00000204852	UGA	1
ENSG00000147654	UAA	0
ENSG00000273777	UAA	2
ENSG00000168421	UAA	0
ENSG00000273777	UAA	2
ENSG00000124104	UAA	0
ENSG00000172780	UAG	0
ENSG00000269335	UAG	0
ENSG00000101255	UAG	0
ENSG00000267795	UGA	0
ENSG00000136485	UAA	10
ENSG00000185418	UAG	0
ENSG00000176731	UAA	4
ENSG00000123094	UAG	0
ENSG00000187498	UAA	0
ENSG00000121898	UAG	0
ENSG00000198646	UAA	0
ENSG00000144362	UAA	9
ENSG00000144362	UAA	9
ENSG00000196873	UAA	0
ENSG00000137573	UAG	0
ENSG00000271425	UAA	0
ENSG00000242419	UAA	0
ENSG00000006062	UAA	0
ENSG00000068400	UAA	0
ENSG00000142949	UAA	0
ENSG00000109819	UAG	0
ENSG00000173898	UAG	0
ENSG00000055163	UAA	0
ENSG00000144362	UAA	9
ENSG00000166321	UAA	0
ENSG00000239389	UAG	3
ENSG00000105323	UAA	0
ENSG00000269586	UGA	0
ENSG00000187753	UAA	0
ENSG00000086159	UAA	0
ENSG00000151422	UAG	3
ENSG00000160352	UGA	0
ENSG00000005801	UAA	0
ENSG00000012048	UGA	0
ENSG00000198765	UAA	0
ENSG00000048162	UAA	0
ENSG00000123595	UGA	2
ENSG00000185024	UGA	0
ENSG00000122136	UGA	0
ENSG00000082175	UGA	0
ENSG00000198964	UGA	0
ENSG00000134283	UAA	0
ENSG00000254245	UAA	0
ENSG00000130226	UGA	0
ENSG00000143742	UGA	0
ENSG00000149294	UGA	0
ENSG00000181513	UGA	0
ENSG00000273777	UAA	2
ENSG00000071894	UAG	0
ENSG00000277481	UAA	0
ENSG00000134470	UGA	0
ENSG00000275066	UGA	0
ENSG00000169592	UGA	0
ENSG00000134470	UAG	0
ENSG00000273696	UGA	0
ENSG00000143994	UAG	0
ENSG00000130167	UAG	0
ENSG00000131697	UGA	0
ENSG00000243811	UGA	0
ENSG00000147164	UGA	0
ENSG00000129292	UGA	0
ENSG00000054983	UAA	7
ENSG00000196132	UAA	0
ENSG00000134470	UGA	0
ENSG00000104731	UAG	0
ENSG00000120798	UAA	0
ENSG00000145217	UGA	0
ENSG00000085224	UAA	0
ENSG00000280236	UGA	0
ENSG00000280094	UGA	0
ENSG00000178913	UAA	0
ENSG00000115750	UAA	0
ENSG00000280778	UAA	0
ENSG00000170525	UAG	0
ENSG00000111196	UGA	0
ENSG00000169299	UGA	0
ENSG00000108848	UAG	0
ENSG00000136854	UAA	0
ENSG00000180817	UGA	0
ENSG00000185324	UGA	0
ENSG00000028277	UAA	0
ENSG00000169598	UAA	0
ENSG00000167515	UGA	0
ENSG00000161955	UGA	5
ENSG00000141401	UGA	0
ENSG00000184203	UAA	0
ENSG00000168397	UGA	0
ENSG00000092531	UAG	0
ENSG00000204628	UAG	0
ENSG00000197343	UAA	0
ENSG00000136854	UAA	0
ENSG00000169764	UGA	0
ENSG00000072210	UAG	0
ENSG00000170889	UGA	0
ENSG00000143742	UGA	0
ENSG00000196628	UAA	0
ENSG00000161011	UAA	0
ENSG00000164815	UAA	0
ENSG00000102024	UGA	0
ENSG00000134058	UGA	0
ENSG00000223572	UGA	0
ENSG00000170525	UAA	0
ENSG00000141376	UAA	0
ENSG00000166171	UGA	0
ENSG00000090863	UAA	0
ENSG00000145907	UAG	0
ENSG00000237289	UGA	0
ENSG00000081154	UAA	0
ENSG00000092531	UGA	0
ENSG00000197694	UGA	0
ENSG00000034152	UGA	0
ENSG00000172725	UGA	0
ENSG00000112237	UAA	0
ENSG00000129534	UGA	0
ENSG00000242612	UGA	0
ENSG00000198131	UAA	0
ENSG00000104129	UAG	0
ENSG00000136854	UAA	0
ENSG00000100902	UAG	0
ENSG00000064651	UAA	0
ENSG00000198791	UGA	0
ENSG00000145833	UAA	0
ENSG00000029363	UGA	0
ENSG00000143183	UAG	0
ENSG00000141127	UAG	0
ENSG00000114491	UGA	0
ENSG00000106524	UGA	0
ENSG00000149577	UGA	0
ENSG00000178950	UGA	0
ENSG00000100902	UGA	0
ENSG00000099622	UAA	0
ENSG00000143851	UGA	0
ENSG00000280969	UAA	0
ENSG00000105254	UAA	0
ENSG00000075043	UAA	5
ENSG00000040275	UGA	0
ENSG00000139112	UGA	0
ENSG00000197930	UAA	0
ENSG00000172366	UGA	0
ENSG00000242114	UAA	0
ENSG00000120948	UAA	0
ENSG00000136942	UAA	0
ENSG00000152556	UAA	0
ENSG00000132780	UGA	0
ENSG00000177981	UGA	0
ENSG00000100911	UGA	0
ENSG00000140264	UGA	0
ENSG00000169057	UGA	0
ENSG00000144559	UGA	0
ENSG00000111725	UGA	0
ENSG00000173166	UAG	0
ENSG00000103121	UGA	0
ENSG00000074855	UGA	0
ENSG00000157036	UAG	0
ENSG00000148935	UGA	0
ENSG00000203879	UAG	0
ENSG00000273079	UGA	0
ENSG00000140740	UAA	0
ENSG00000197694	UGA	1
ENSG00000021461	UAA	0
ENSG00000111711	UAG	0
ENSG00000144118	UGA	0
ENSG00000273154	UGA	1
ENSG00000153904	UGA	0
ENSG00000151240	UAG	2
ENSG00000012048	UGA	0
ENSG00000021645	UAA	0
ENSG00000129422	UGA	0
ENSG00000247595	UGA	0
ENSG00000101000	UAA	1
ENSG00000169118	UGA	0
ENSG00000170390	UAA	0
ENSG00000167182	UGA	0
ENSG00000140481	UGA	0
ENSG00000103264	UGA	0
ENSG00000131089	UGA	1
ENSG00000136104	UGA	0
ENSG00000189337	UGA	5
ENSG00000096093	UGA	0
ENSG00000157184	UAA	0
ENSG00000188649	UGA	0
ENSG00000153179	UAA	0
ENSG00000215912	UGA	0
ENSG00000096093	UAG	0
ENSG00000149084	UAA	2
ENSG00000157388	UAG	0
ENSG00000136104	UGA	0
ENSG00000268655	UGA	0
ENSG00000196284	UAA	0
ENSG00000161551	UAG	0
ENSG00000249662	UAG	0
ENSG00000131095	UGA	8
ENSG00000007372	UAA	0
ENSG00000007372	UAA	0
ENSG00000283154	UGA	0
ENSG00000007372	UAA	0
ENSG00000179859	UAA	0
ENSG00000284308	UGA	0
ENSG00000164199	UAG	0
ENSG00000178586	UGA	0
ENSG00000230301	UAG	0
ENSG00000284680	UAA	8
ENSG00000171936	UAA	0
ENSG00000205329	UGA	0
ENSG00000172769	UAA	1
ENSG00000266714	UGA	0
ENSG00000103197	UGA	0
ENSG00000147481	UGA	0
ENSG00000106436	UAG	0
ENSG00000147481	UGA	0
ENSG00000165699	UAA	0
ENSG00000137462	UAG	0
ENSG00000165699	UAA	0
ENSG00000204311	UGA	0
ENSG00000185313	UAG	3
ENSG00000012048	UGA	0
ENSG00000184009	UAA	0
ENSG00000196776	UAG	0
ENSG00000106070	UGA	0
ENSG00000133835	UGA	7
ENSG00000165699	UAA	0
ENSG00000165995	UGA	0
ENSG00000157540	UAG	0
ENSG00000187554	UAA	0
ENSG00000155530	UAG	0
ENSG00000137462	UAG	0
ENSG00000109265	UAA	0
ENSG00000165699	UAA	0
ENSG00000094631	UAA	0
ENSG00000138771	UAA	0
ENSG00000137462	UAG	0
ENSG00000112077	UAA	10
ENSG00000111913	UGA	0
ENSG00000168036	UAA	0
ENSG00000157540	UGA	0
ENSG00000130294	UGA	0
ENSG00000253649	UGA	0
ENSG00000114861	UGA	10
ENSG00000114861	UGA	0
ENSG00000160710	UAG	0
ENSG00000102393	UAA	2
ENSG00000110079	UAG	0
ENSG00000114861	UGA	0
ENSG00000166387	UGA	0
ENSG00000196109	UAA	0
ENSG00000114861	UGA	0
ENSG00000114861	UGA	10
ENSG00000142235	UGA	0
ENSG00000115275	UAG	0
ENSG00000157168	UAA	0
ENSG00000099204	UAA	0
ENSG00000164509	UAA	0
ENSG00000126088	UGA	6
ENSG00000106617	UGA	0
ENSG00000012048	UGA	0
ENSG00000290147	UGA	0
ENSG00000078747	UGA	0
ENSG00000075711	UGA	0
ENSG00000113318	UAA	7
ENSG00000146857	UAA	0
ENSG00000157399	UAA	0
ENSG00000132781	UGA	0
ENSG00000163092	UAA	0
ENSG00000182606	UGA	0
ENSG00000196843	UAG	0
ENSG00000172493	UAA	0
ENSG00000198513	UAA	0
ENSG00000136881	UAA	0
ENSG00000128272	UAG	0
ENSG00000130294	UGA	0
ENSG00000114450	UAA	0
ENSG00000128272	UAG	0
ENSG00000114450	UAA	0
ENSG00000130294	UGA	0
ENSG00000181222	UGA	0
ENSG00000104218	UAA	0
ENSG00000130294	UGA	0
ENSG00000114062	UAA	0
ENSG00000121940	UAG	0
ENSG00000203485	UAA	1
ENSG00000128272	UAG	0
ENSG00000166801	UGA	0
ENSG00000130294	UGA	0
ENSG00000154309	UAA	9
ENSG00000128272	UAG	0
ENSG00000135486	UAA	4
ENSG00000135486	UAA	4
ENSG00000091136	UAA	8
ENSG00000145907	UGA	0
ENSG00000104408	UGA	7
ENSG00000145907	UAG	0
ENSG00000145907	UAG	0
ENSG00000145907	UAG	0
ENSG00000196188	UAA	0
ENSG00000135486	UAA	4
ENSG00000135486	UAA	4
ENSG00000104218	UAA	0
ENSG00000145907	UAG	0
ENSG00000091136	UAA	8
ENSG00000128272	UAG	0
ENSG00000120697	UAG	0
ENSG00000135744	UGA	0
ENSG00000148660	UGA	0
ENSG00000178031	UGA	0
ENSG00000110079	UAG	0
ENSG00000128272	UAG	0
ENSG00000141252	UAG	5
ENSG00000168214	UAA	0
ENSG00000058056	UAG	0
ENSG00000180772	UAA	0
ENSG00000166801	UGA	0
ENSG00000157399	UAA	0
ENSG00000183778	UGA	0
ENSG00000151067	UAG	0
ENSG00000055609	UGA	6
ENSG00000183778	UGA	0
ENSG00000069431	UAG	8
ENSG00000165181	UAG	0
ENSG00000144591	UGA	0
ENSG00000197888	UAG	0
ENSG00000166801	UGA	0
ENSG00000183778	UGA	0
ENSG00000157399	UAA	0
ENSG00000197535	UGA	4
ENSG00000178209	UGA	0
ENSG00000145703	UAA	10
ENSG00000197535	UGA	4
ENSG00000104885	UAA	0
ENSG00000204060	UGA	0
ENSG00000134709	UAA	0
ENSG00000065534	UGA	9
ENSG00000146282	UAA	0
ENSG00000146282	UAA	0
ENSG00000178209	UGA	0
ENSG00000147316	UAG	0
ENSG00000269335	UAG	0
ENSG00000115275	UGA	0
ENSG00000273841	UAA	0
ENSG00000122877	UGA	0
ENSG00000183020	UAG	9
ENSG00000163913	UGA	3
ENSG00000068912	UAG	0
ENSG00000146282	UAA	0
ENSG00000033100	UAG	0
ENSG00000289281	UGA	0
ENSG00000251322	UGA	0
ENSG00000174405	UAA	0
ENSG00000178209	UGA	0
ENSG00000101017	UAA	1
ENSG00000112182	UAG	0
ENSG00000176896	UAA	0
ENSG00000196504	UAA	0
ENSG00000196504	UAA	0
ENSG00000187790	UAG	1
ENSG00000163702	UAA	0
ENSG00000163702	UAA	0
ENSG00000163702	UAA	0
ENSG00000163702	UAA	0
ENSG00000163702	UAA	0
ENSG00000163702	UAA	0
ENSG00000163702	UAA	0
ENSG00000289721	UGA	0
ENSG00000132958	UGA	10
ENSG00000143575	UAG	0
ENSG00000166224	UGA	0
ENSG00000234719	UGA	0
ENSG00000185811	UAA	0
ENSG00000077152	UAG	0
ENSG00000177409	UAA	0
ENSG00000122512	UGA	0
ENSG00000122512	UGA	0
ENSG00000150455	UGA	0
ENSG00000141367	UGA	0
ENSG00000198793	UAA	0
ENSG00000143442	UGA	0
ENSG00000129460	UAA	4
